Price,Road Tax,COE Left,Mileage,Transmission,Deregistration,OMV,COE Price,Curb Weight,No. Of Owners,Vehicle Type
183800,7.77485576666552,1616,78000,1,95279,77444,39001,2223,1,5
1988,9.017968479328726,3079,1000,1,735051,514941,82501,2690,1,5
73800,6.872128101338986,2226,150000,1,23089,16680,33140,1195,4,2
152888,7.491087593534876,1220,55743,1,41844,33931,48209,2000,1,3
139800,7.775695749915245,611,70260,1,93427,96954,75000,1935,4,4
84000,7.0967213784947605,1858,73000,1,25989,13395,31101,1591,2,5
188800,7.098375638590786,2342,68000,1,70560,53478,30012,1570,1,6
160800,7.091742115095153,1976,89000,1,70665,55386,31001,1605,1,4
40800,7.01211529430638,1131,181852,1,16171,18404,51641,1220,2,2
129800,7.091742115095153,1341,88000,1,69926,58186,54406,1615,2,4
162800,7.098375638590786,2346,36000,1,59723,39767,38000,1535,2,6
133888,7.069874128458572,1951,83000,1,54627,39504,36667,1695,2,4
56255,6.606650186198215,881,78888,1,22938,23157,46651,1395,2,1
128800,7.098375638590786,1891,37000,1,48047,36072,31001,1390,1,6
101800,7.091742115095153,1156,136944,1,49251,41038,53001,1480,1,4
62800,7.396335293800808,824,98340,1,32357,29242,54920,1760,3,3
108800,7.098375638590786,1282,96600,1,52439,41971,54556,1755,2,5
54688,6.606650186198215,910,82200,1,23402,23253,46651,1395,3,1
85800,7.10002716662926,918,60000,1,47895,47076,51010,1720,1,5
68800,7.069874128458572,1218,103000,1,34642,25901,48209,1470,1,1
93800,6.60934924316738,1888,48500,1,28218,19971,25556,1249,1,2
263800,7.775695749915245,1891,43666,1,135815,104243,31001,1955,2,4
560800,7.768110378525988,2615,14000,1,212359,146526,49001,1630,1,6
121800,7.069874128458572,1493,73000,1,55382,38070,57414,1841,2,5
84800,7.400009517162692,1367,122000,1,53388,43593,50001,1994,1,5
66988,7.098375638590786,1343,100000,1,31967,17508,55000,1532,1,3
110900,6.52795791762255,2067,93000,1,48992,26417,48010,1310,1,2
107800,7.401231264413015,1278,135000,1,45262,34306,54406,1770,1,3
89800,6.359573868672378,2593,29000,1,31096,15582,37690,1030,2,1
298800,8.618485442898109,3197,39000,1,85542,136058,97176,1770,5,6
29800,6.525029657843462,551,97300,1,14718,17431,67601,1321,2,2
51800,7.396335293800808,368,110000,1,27272,26576,60789,1855,3,3
63800,7.085064293952548,636,90000,1,41661,44903,65501,1830,2,5
53800,7.098375638590786,737,76600,1,28053,19615,56500,1379,2,5
52800,6.52795791762255,912,105500,1,28024,24806,47300,1589,1,4
118800,7.085064293952548,2044,56802,1,48765,26501,48010,1577,1,2
215800,6.373319789577012,2955,31932,1,116062,34137,95856,1485,1,5
114800,7.487733761436444,1496,76000,1,46638,32087,49996,1898,2,5
75800,7.218176838403408,2197,107000,1,22661,35190,32914,1495,5,6
101800,7.143617602704121,2705,161310,1,35521,55387,47701,1685,5,6
75800,6.396929655216146,1703,56833,1,19917,17883,30591,1240,3,1
192800,6.52795791762255,2623,40978,1,75117,46412,45012,1635,3,4
59800,7.091742115095153,823,113900,1,32312,29385,54920,1644,2,4
220800,8.451907724717607,2316,138500,1,22618,119707,35416,1520,4,6
76800,6.230481447578482,1674,54000,1,23823,19461,38039,1140,1,5
115800,7.098375638590786,1647,81800,1,48887,38430,38000,1620,2,4
153800,7.091742115095153,1858,41538,1,54746,42569,31307,1705,1,5
11800,6.86484777797086,33,138280,1,2819,18625,14743,1041,5,1
91800,7.091742115095153,1098,108221,1,46521,41573,56410,1465,5,4
155800,7.10002716662926,1645,76000,1,84211,68828,38039,1804,2,4
72800,7.098375638590786,976,122000,1,36859,31512,56000,1485,3,5
50500,6.933423025730715,1830,136000,1,15283,17900,30284,1175,3,2
241800,7.098375638590786,2589,33000,1,107725,55066,68310,1690,1,6
85800,5.971261839790462,1614,80500,1,34927,24713,36810,1280,2,4
88800,5.971261839790462,1863,71000,1,25940,19170,31917,1185,3,5
67800,7.401231264413015,824,155000,1,31427,28291,55001,1740,2,3
105800,5.971261839790462,2744,47564,1,40153,17566,48002,970,1,5
109800,7.421775793644647,1859,98000,1,22619,64523,37941,1415,2,6
183800,7.098375638590786,2705,9200,1,78655,47793,47506,1330,3,6
158000,7.396335293800808,2316,56000,1,50731,31571,38000,1858,2,3
41888,6.525029657843462,913,84000,1,17833,19721,47300,1190,3,5
44500,6.606650186198215,365,150000,1,22287,32856,68689,1425,3,4
95800,6.525029657843462,2462,66074,1,33074,13891,33520,1085,1,2
21900,7.43307534889858,522,142455,1,5181,28565,17708,1390,4,4
18800,6.52795791762255,6,80500,1,9891,13900,60002,1040,2,2
71800,7.806696372521179,1644,160000,1,17691,36523,38712,1780,2,3
67000,6.606650186198215,941,93800,1,28957,29600,45504,1460,2,7
68800,6.230481447578482,1704,55000,1,34783,23719,37000,1203,1,5
36822,6.606650186198215,371,160000,1,22844,32861,73010,1425,5,4
23800,6.525029657843462,368,141000,1,10761,17861,62000,1339,2,2
58800,7.098375638590786,736,68300,1,29755,21318,58201,1454,2,4
32500,7.421775793644647,611,153110,1,5748,38886,16784,1740,3,5
70800,7.098375638590786,1460,91000,1,32830,17537,51000,1532,1,3
92500,7.755767170102998,2226,184000,1,24340,45399,34935,1650,4,4
125800,6.230481447578482,3072,21700,1,56843,19574,63000,1263,1,5
107300,6.525029657843462,2196,29860,1,35229,19672,34001,1350,1,3
156800,6.436150368369428,2594,59000,1,55416,27755,45012,1545,1,5
95800,6.525029657843462,2462,22380,1,33074,13891,33520,1085,1,2
106800,6.60934924316738,2313,70000,1,36012,19833,32999,1237,1,2
207800,7.091742115095153,2559,23500,1,80353,53689,40989,1640,1,4
368888,8.738094230177667,972,40000,1,171380,162604,47000,2550,5,5
69000,7.487733761436444,1249,79600,1,36811,26059,53001,1515,2,4
75800,6.6039438246004725,1499,55000,1,21592,10944,28000,1345,2,2
51800,7.491087593534876,735,149500,1,31269,28170,61300,1475,1,4
59800,6.52795791762255,1250,69000,1,25952,17910,50789,1046,2,1
186800,7.396335293800808,2679,35300,1,64666,33022,49489,1858,2,3
101800,6.525029657843462,2099,63400,1,30884,19205,28589,1350,1,3
52800,6.429719478039138,1160,88513,1,26666,17516,48000,1417,3,2
127500,6.52795791762255,2251,81499,1,53148,32721,40101,1320,1,1
81500,7.098375638590786,1859,73000,1,33140,21498,32302,1290,2,5
85000,7.10002716662926,794,143800,1,61710,61448,55001,1841,2,5
122800,6.60934924316738,3011,29000,1,51734,18744,57898,1280,1,2
314800,7.77485576666552,1700,86000,1,156431,122179,47002,1815,2,6
124800,6.525029657843462,2563,27000,1,43576,22978,46689,1320,1,3
224800,8.738094230177667,1004,72000,1,131374,122634,56002,2345,4,5
44800,6.525029657843462,823,139000,1,19694,18240,51301,1321,2,2
163888,6.373319789577012,2618,50000,1,59787,31871,45012,1485,2,5
43800,7.085064293952548,402,59000,1,35859,41062,74389,1790,1,3
303000,8.853808274977197,2741,68000,1,35714,209338,47316,1500,6,6
223000,7.098375638590786,2676,20000,1,78940,48595,46002,1525,2,6
35888,6.60934924316738,4,110000,1,18529,30751,68689,1405,3,4
136800,6.436150368369428,2650,33802,1,51418,25380,42000,1270,1,1
99800,5.971261839790462,2252,32869,1,34967,19410,32889,1225,1,1
157777,7.775695749915245,769,109000,1,97700,89948,58201,1940,1,4
103800,5.971261839790462,2560,22000,1,32373,19219,35990,970,1,5
44800,6.883462586413092,736,110000,1,24066,19953,61300,1360,4,3
48188,7.069874128458572,735,126000,1,29393,25596,62101,1672,2,4
76800,7.098375638590786,1337,62000,1,35753,24596,49802,1626,1,5
56800,6.525029657843462,1371,70000,1,23858,14761,46489,1310,2,2
85800,7.218176838403408,1982,237000,1,18047,57389,33018,1575,6,6
178800,8.426830751335846,880,54000,1,111882,108276,47000,1850,6,6
64300,6.230481447578482,1464,86133,1,18315,13305,30209,1048,1,1
51888,7.091742115095153,434,135250,1,34796,42793,72002,1655,2,4
84800,5.971261839790462,2285,47437,1,25958,17595,32309,1185,3,5
80800,6.52795791762255,1981,70888,1,27807,17560,26659,1096,2,2
46800,6.525029657843462,943,135000,1,17076,17719,47020,1130,4,7
108800,7.10002716662926,1216,67000,1,55327,47615,50621,1720,2,5
56500,6.226536669287466,1468,69960,1,20766,13666,42900,940,1,2
49800,6.525029657843462,1003,131000,1,20647,20258,52301,1190,2,5
62800,6.230481447578482,1343,41000,1,24624,18583,42801,1285,1,2
52800,5.971261839790462,1103,90000,1,27431,19440,46778,1334,3,2
75800,6.525029657843462,1465,81000,1,28308,18136,31997,1329,3,1
67800,6.525029657843462,1368,132000,1,28528,22195,44002,1190,1,5
50800,7.098375638590786,399,150000,1,29010,27591,62101,1480,1,4
93800,8.409162447202533,1467,149000,1,20429,59163,50451,1395,6,6
126800,7.098375638590786,1915,117000,1,45989,33306,32200,1695,1,5
165888,6.373319789577012,2624,37000,1,55525,33362,36534,1410,2,4
85800,6.359573868672378,2316,69000,1,26263,17055,32699,1030,1,1
55800,7.898782356970309,1644,190000,1,18570,53815,40881,1445,6,4
60800,7.00669522683704,1949,199900,0,13773,16075,25727,1060,6,1
45800,6.612041034833092,739,113060,1,22881,18249,57301,1480,1,5
72800,7.288927694521257,2011,166000,1,19646,39011,35411,1450,6,4
125800,6.522092798170152,3193,20000,1,72113,17615,78001,1110,1,5
488888,7.77485576666552,3380,7100,1,190646,93413,107889,2105,1,5
45800,6.612041034833092,739,112000,1,23056,18541,57301,1480,1,5
57500,7.009408932708637,2098,133000,1,17664,11333,30512,1264,3,2
105800,7.10002716662926,1950,72600,1,32203,18293,34509,1540,1,5
52000,6.436150368369428,1008,119673,1,24116,23895,52503,1249,2,1
95800,6.606650186198215,1128,118000,1,44210,31792,51765,1480,2,5
53800,6.525029657843462,1007,112000,1,20786,20015,52301,1190,3,5
80800,6.60934924316738,1916,80123,1,26087,16509,25920,1205,2,2
128000,8.029758520440822,2197,170000,1,22661,62331,32914,1700,4,4
130800,7.091742115095153,1095,77000,1,66747,54744,53711,1605,1,4
66800,6.52795791762255,766,118000,1,30579,26078,56089,1324,1,2
628800,7.768110378525988,2258,8000,1,238585,175766,36000,1585,1,6
202800,7.091742115095153,1861,24500,1,86847,61702,41001,1655,2,6
33800,7.1459844677143876,820,171000,1,9741,21503,21342,1360,4,3
90800,6.230481447578482,1860,31621,1,28026,20204,30959,1340,3,1
85800,7.829630389150193,2197,177000,1,22696,47144,37502,1505,2,6
85800,7.757906208351747,2467,120000,1,22826,38845,33568,1625,4,4
71800,6.52795791762255,1095,88000,1,32796,26342,56500,1324,1,2
142800,7.069874128458572,2095,37888,1,46818,28071,40001,1695,1,5
34800,6.230481447578482,738,106000,1,14347,17378,48344,1139,6,1
50998,7.396335293800808,369,145338,1,27289,26576,60789,1855,3,3
52800,6.525029657843462,1001,82000,1,22225,21769,53000,1320,2,3
41500,6.436150368369428,737,106000,1,17183,19256,56001,1249,3,1
102800,6.525029657843462,2252,80000,1,27692,23274,26999,1190,1,5
62000,7.014814351275545,1834,145000,1,15087,16084,29670,1195,3,2
57800,7.091742115095153,583,103974,1,33205,40075,75002,1465,2,4
93800,6.52795791762255,1492,104000,1,48763,34903,57414,1425,2,4
169800,6.52795791762255,2955,19000,1,97775,38879,86001,1435,2,5
79000,6.606650186198215,1217,80000,1,32339,25411,52807,1395,2,1
36800,6.525029657843462,397,86500,1,15593,18399,55399,1190,1,5
54500,6.6039438246004725,1249,84000,1,25963,12948,50789,1345,3,2
48800,7.098375638590786,945,118000,1,24918,20019,49156,1535,2,3
46800,7.494430215031565,735,87103,1,25497,21496,59889,1659,1,5
110800,7.10002716662926,1336,80000,1,57220,48377,50110,1720,2,5
82800,7.086737934510577,1159,50000,1,34468,29143,51109,1610,1,5
38000,6.525029657843462,635,108000,1,16741,18773,66000,1190,2,5
79888,7.0967213784947605,1678,66000,1,29176,13488,42322,1591,1,5
54800,6.230481447578482,1336,115000,1,22756,18752,46489,1240,3,5
102100,7.091742115095153,1156,97000,1,50308,41063,56206,1505,3,6
65800,6.606650186198215,793,120000,1,33873,33857,60001,1460,4,7
48800,6.52795791762255,887,140000,1,26511,24806,43000,1589,2,4
39500,6.60934924316738,371,70000,1,20296,17804,55889,1205,1,2
99800,7.0967213784947605,2008,61000,1,46854,24887,48000,2100,2,3
133800,6.606650186198215,2469,49000,1,42258,24851,32699,1435,2,5
172800,7.396335293800808,2221,40000,1,55106,33085,38110,1858,1,7
130800,5.971261839790462,2226,44000,1,42585,24660,32699,1200,4,1
159900,6.52795791762255,2767,53000,1,76361,35079,63002,1435,1,5
92800,7.098375638590786,1162,62000,1,43658,37509,50010,1620,1,4
126800,7.098375638590786,1103,154000,1,62111,50933,53711,1540,1,4
40800,7.086737934510577,492,90000,1,20505,27231,66751,1610,3,5
75800,7.085064293952548,765,90000,1,40985,34769,56500,1535,3,4
85800,7.0967213784947605,1856,72000,1,26498,13395,32302,1591,1,5
164800,6.373319789577012,2834,34000,1,74704,35085,56001,1410,1,1
225000,8.523175263093785,761,62000,1,122757,113570,58201,1880,2,6
131800,7.0967213784947605,2191,34204,1,53553,34427,38602,1429,3,6
103800,7.755767170102998,2226,132000,1,24340,42830,34935,1650,4,4
43800,6.704414354964107,1131,71000,1,31291,29711,39465,1410,1,4
96800,7.829630389150193,2340,148000,1,21824,50646,33568,1430,5,6
140000,8.689127655323706,2679,172911,1,33646,96411,45586,1940,4,6
148800,6.52795791762255,2647,45000,0,60306,34989,40556,1490,1,3
185000,6.373319789577012,2617,31500,1,69674,41299,45012,1410,1,4
81000,8.019283792916793,1737,178000,1,17706,41275,36888,1940,6,5
102800,7.098375638590786,972,69721,1,46462,42715,57390,1715,1,6
174800,6.52795791762255,2736,22123,1,71153,39894,47806,1481,1,4
126888,5.971261839790462,2684,21500,1,47698,22373,41001,1369,2,5
255555,7.776535028185241,1885,51555,1,96644,75101,31101,1825,2,5
88288,6.6039438246004725,2099,33049,1,27500,14485,28589,1287,1,2
40888,6.525029657843462,821,97415,1,16151,18940,46651,1190,2,5
69500,6.946013991099227,1832,50000,1,17259,34338,29328,1155,6,6
54800,6.230481447578482,1130,48058,1,25400,18725,52668,1285,1,5
78800,7.396335293800808,1098,90871,1,40172,32322,53001,1760,1,3
188800,7.098375638590786,1493,46401,1,89182,73636,32311,1983,2,5
37500,6.60934924316738,369,142000,1,24190,34537,72002,1410,2,4
83800,7.218176838403408,1859,121000,1,22619,53009,37941,1650,2,4
71800,7.487733761436444,1217,114000,1,36609,28222,48209,1568,1,5
62300,6.436150368369428,1159,100000,1,25950,23833,49751,1249,3,1
74800,8.796641458940915,1982,128280,1,18047,63440,33018,1775,3,6
488000,9.016391478941248,2956,57000,1,96201,397996,107249,1880,6,6
228888,8.604104563405533,1677,138900,1,17665,86988,37906,1740,4,6
86800,6.226536669287466,2594,45213,1,30773,14286,37690,940,1,2
258800,7.767263996757308,3045,100000,1,67557,83789,80583,1537,5,6
96800,6.525029657843462,2010,64000,1,30562,19190,29159,1350,1,3
94800,6.525029657843462,2038,81569,1,38002,22254,36704,1200,1,5
90800,8.558527054909215,1982,135411,0,18047,50573,33018,1490,6,6
95500,7.143617602704121,2586,148576,1,28383,56996,40014,1650,4,4
151800,7.775695749915245,1004,87760,1,96069,89948,57390,1940,2,4
52800,7.014814351275545,1731,106075,1,17676,16777,37165,1195,3,2
49888,6.606650186198215,370,94094,1,21183,22896,56209,1395,4,1
45800,6.606650186198215,635,85533,1,24831,25919,66590,1425,2,1
36800,6.230481447578482,373,128000,1,18126,18413,56209,1285,2,5
88800,6.525029657843462,1858,61500,1,29469,19842,28457,1191,1,5
175800,9.269646477873591,1922,102300,1,16620,111591,31335,2410,5,6
86000,7.098375638590786,1250,58500,1,44538,36337,48556,1080,5,6
14800,6.940222469119639,432,183000,1,3890,15498,15988,1232,6,6
69800,7.2909747781429814,1467,139168,1,17093,18505,34991,1410,3,5
53800,6.933423025730715,1856,158000,1,15193,11834,29670,1095,4,2
52800,7.009408932708637,1982,123877,1,13951,11706,25525,1264,5,2
50800,6.436150368369428,821,70000,1,23520,26902,51301,1300,2,1
66800,6.946013991099227,2197,168790,1,22163,17456,32190,1100,4,1
41500,5.971261839790462,887,100000,1,14939,21165,45000,1165,4,1
56800,6.525029657843462,1673,98000,1,42698,18600,46191,1417,2,2
54800,7.091742115095153,462,67000,1,29226,37545,76889,1465,1,4
143800,7.486613313139955,2043,91000,1,62924,39999,48010,1620,1,4
368800,8.294049640102028,3412,30889,1,101485,110080,108373,1740,4,6
38700,6.525029657843462,792,123000,1,20084,17812,56989,1321,2,2
66500,7.098375638590786,735,92866,1,30089,22034,57390,1664,1,3
132000,6.52795791762255,1833,41893,1,54787,35726,39889,1430,3,5
89000,6.6039438246004725,2220,78848,1,27756,12647,30000,1345,2,2
14800,6.946013991099227,430,181828,1,3872,17853,15988,1195,3,2
95800,6.78897174299217,3077,178000,1,50116,30136,59179,1485,6,4
152800,6.373319789577012,2100,71156,1,61708,42750,39889,1420,1,4
42800,7.2909747781429814,1249,177000,1,17394,20145,50347,1370,4,3
59800,6.525029657843462,1218,72000,1,26199,21865,53334,1320,1,3
68800,7.503840746698951,2100,168000,1,24850,24216,42885,1540,2,3
73800,7.3987862754199485,1193,93000,1,40735,30240,56206,1891,1,5
93800,6.7912214627261855,3045,148000,1,47510,30319,56670,1500,3,4
67800,7.355641102974253,2801,158000,1,41609,13928,53932,1555,2,4
45800,7.2868764117507,1103,167000,1,19701,49529,50355,1540,4,4
47800,6.403574197934815,736,93000,1,25797,15880,56500,1650,2,3
55800,6.525029657843462,767,76000,1,22520,21641,51506,1320,1,3
76800,7.0967213784947605,1524,93883,1,29067,13268,47002,1591,1,5
193800,6.373319789577012,2588,24000,1,54440,33716,35001,1555,1,5
14800,6.940222469119639,432,177000,1,3890,15642,15988,1232,6,6
56800,7.806696372521179,1493,165000,1,16460,28468,33377,1600,3,5
47800,7.009408932708637,1922,162000,0,13816,9319,26047,1264,5,2
198800,7.767263996757308,579,98000,1,69479,73459,78001,1560,4,6
82800,7.098375638590786,762,113000,1,47451,47057,60001,1755,3,5
55800,7.898782356970309,1922,163000,1,16620,55338,31335,1605,3,4
28800,6.230481447578482,798,85000,1,15491,18320,56989,975,3,5
87800,6.612041034833092,3017,118000,1,44875,24662,54039,1417,2,2
52800,7.806696372521179,1281,176000,1,18438,29083,52008,1750,3,3
81800,8.299783171949787,1923,131238,1,16543,55032,31335,2245,6,5
81800,7.218176838403408,2377,155000,1,21897,51188,33568,1615,2,4
168988,7.091742115095153,1499,78000,1,72218,60509,31307,1615,1,4
55555,6.230481447578482,1163,89000,1,25187,18725,50101,1285,1,5
72000,5.204006687076795,1642,44342,1,23760,18946,23000,1185,3,5
95000,7.098375638590786,1306,90000,1,49424,38430,54616,1620,2,4
44800,8.902863672196222,1312,93000,1,19055,85695,52491,1925,2,4
41800,7.806696372521179,1001,145000,1,14357,30113,51630,1710,5,3
48800,6.302618975744905,1832,155000,1,17259,5519,29328,875,4,1
55800,6.930494765951626,1921,123000,1,13709,12593,25727,1130,3,2
65000,7.503840746698951,2074,133300,1,24662,26727,42885,1530,1,2
49800,7.898782356970309,1492,162000,1,20672,51852,50168,1830,3,5
32800,6.579251212010101,638,102000,1,18424,22633,61000,1520,1,3
46800,6.230481447578482,1156,55500,1,18478,13435,48000,1044,2,1
72888,6.60934924316738,1617,88888,1,28225,16572,37000,1205,1,2
183800,6.373319789577012,2707,8000,1,63001,36016,42000,1550,2,5
140800,7.775695749915245,828,87000,1,70746,72726,38610,1940,3,5
79800,6.230481447578482,1704,98000,1,36673,25647,37000,1385,2,5
102800,7.091742115095153,1277,102000,1,51273,44507,54556,1465,1,4
194800,7.491087593534876,1891,128000,1,60745,48189,31809,2045,2,3
59800,6.52795791762255,880,75000,1,25754,28460,38610,1360,1,6
46800,6.525029657843462,1002,70111,1,19702,17927,53694,1130,2,7
60800,6.60934924316738,1130,103555,1,29845,20173,53334,1249,2,2
38800,6.429719478039138,583,50000,1,26096,32390,66590,1125,2,1
278800,8.039157390473237,2072,49000,1,113564,81334,43102,2170,1,3
69800,7.80057265467065,1922,160000,1,16620,37136,31335,1680,2,3
105800,6.436150368369428,1886,66000,1,34903,23544,31101,1320,2,4
348888,8.426830751335846,2013,52888,1,152993,109138,48000,1855,2,6
77800,6.525029657843462,1670,97000,1,25568,21594,36426,1190,2,5
204800,6.373319789577012,2983,31500,1,67534,34736,45001,1550,1,5
77800,7.284820912568604,1642,140000,1,18436,24383,40881,1020,6,6
96888,6.6039438246004725,2341,31033,1,30031,13203,31210,1345,1,2
28800,6.230481447578482,610,122000,1,16198,19084,66590,1285,3,5
58800,6.883462586413092,914,110000,1,29051,29813,47000,1480,2,4
202800,6.373319789577012,3319,16000,1,111462,36003,87235,1410,1,4
42800,5.971261839790462,913,97000,1,15976,21161,47300,1165,1,1
93800,6.606650186198215,1610,68088,1,31600,27065,40000,1425,1,1
98888,6.60934924316738,1923,71000,1,30554,21858,25501,1230,2,2
99800,7.767263996757308,609,118000,1,70233,73578,75801,2030,3,5
48800,7.098375638590786,944,80000,1,24190,19136,49000,1535,1,3
71800,6.436150368369428,1130,115000,1,37588,27806,56000,1480,3,5
78800,6.52795791762255,1670,89000,1,28905,24006,38510,1140,2,1
126800,7.949444420250626,2679,131000,1,33646,71551,45586,1660,6,4
60800,6.525029657843462,1125,68888,1,29733,23772,52668,1190,1,5
176800,7.091742115095153,2220,56900,1,64566,44075,39700,1735,1,5
173800,6.52795791762255,3163,8000,1,90312,33351,78001,1360,1,1
300800,7.77485576666552,1499,63000,1,137523,112527,31000,1985,1,5
91388,7.098375638590786,1673,80000,1,35332,24057,37330,1626,2,2
87800,6.525029657843462,1860,72678,1,22545,22749,23568,1190,2,5
99777,7.491087593534876,793,95000,1,46567,45427,59889,2065,2,3
98800,6.6039438246004725,2285,83642,1,36298,18864,35320,1287,1,2
81500,6.230481447578482,1617,89863,1,42707,32329,37000,1295,1,5
45800,6.403574197934815,914,135000,1,21484,15922,47510,1650,1,3
43800,6.525029657843462,1006,120654,1,21719,16600,52301,1321,3,2
138888,6.525029657843462,3197,7300,1,66098,22547,68001,1250,1,5
229800,8.60666819784384,2801,85493,1,41609,147728,53932,1565,6,6
44800,6.52795791762255,942,107150,1,20001,13699,45504,1045,3,2
175800,6.373319789577012,2653,27500,1,73360,41519,49489,1485,1,5
149028,6.606650186198215,2104,75178,1,54970,36204,39728,1490,1,4
555500,8.671458150427666,550,19500,1,267580,274800,71921,1532,6,6
129800,7.091742115095153,1280,102000,1,59824,50342,54405,1785,1,5
12800,6.7661917146603505,372,180000,1,3208,25921,15287,1568,3,3
94800,6.606650186198215,1309,95000,1,48246,37239,54000,1425,4,4
81800,6.525029657843462,1863,46000,1,19115,18263,25000,1130,1,7
49800,6.525029657843462,739,69000,1,22363,21259,52503,1190,3,5
16800,6.946013991099227,462,133000,1,4212,14114,16184,1422,2,3
220800,8.274357006756292,881,69000,1,106871,103847,47604,1730,2,6
43800,5.971261839790462,1159,70000,1,19596,19774,50951,1188,2,1
122800,6.230481447578482,3070,24000,1,64374,22257,68501,1423,1,5
55800,6.785587645007929,1730,135000,1,16536,12730,34197,1010,5,1
32800,6.8658910748834385,916,140000,1,10762,12654,21142,1261,4,2
239800,7.098375638590786,2345,61500,1,99030,73366,32500,2240,1,5
49800,7.01211529430638,1493,143000,1,17315,18405,41994,1220,2,2
75000,6.883462586413092,1365,93650,1,31786,19955,49802,1355,2,3
69800,6.883462586413092,1220,95058,1,30679,19955,52807,1360,1,3
35900,6.883462586413092,464,137252,1,20368,23454,70890,1360,1,3
51800,7.503840746698951,1129,140000,1,19797,24702,50355,1540,2,3
44300,6.525029657843462,941,111000,1,20559,18622,47889,1321,2,2
199800,6.373319789577012,3322,6800,1,111982,36430,87235,1410,1,4
21000,6.429719478039138,429,98989,1,12994,19152,65889,1417,2,2
128128,6.525029657843462,2737,49494,1,46189,15761,45600,1256,2,5
61888,6.525029657843462,1343,60000,1,21747,19157,42801,1130,1,7
79988,6.359573868672378,2013,47000,1,18923,15750,26309,1052,1,1
5800,6.927557906278317,183,157024,1,1406,13556,13088,1060,4,1
27800,6.230481447578482,609,118000,1,15557,17474,66000,1139,3,1
54800,6.230481447578482,1251,94503,1,26403,18583,50789,1285,1,5
449800,7.774015077250727,2927,438,1,135395,82688,59599,1805,1,6
57800,7.897668150726906,1922,138332,1,16620,29103,31335,1565,6,4
50800,6.52795791762255,1003,129000,1,26186,22879,53000,1450,1,1
119880,7.10002716662926,1314,102400,1,69274,59076,50110,1720,2,5
59800,7.098375638590786,34,105000,1,40966,56400,71990,1700,3,6
84000,6.52795791762255,1251,38000,1,36650,31229,48209,1425,2,4
61800,6.525029657843462,1125,76000,1,28970,19329,52668,1350,3,3
125988,5.971261839790462,3409,1300,1,84449,18449,86000,970,1,5
101988,6.525029657843462,2646,47500,1,37226,22621,42000,1130,1,7
125988,5.971261839790462,3409,1050,1,84449,18096,86000,970,1,5
208800,6.373319789577012,2952,22553,1,122547,37281,113299,1485,1,5
77800,6.359573868672378,1827,50000,1,20925,15751,28293,1030,1,1
213800,7.091742115095153,2312,60000,1,86674,65171,30890,1670,1,4
66800,6.883462586413092,1163,101958,1,27726,19955,46229,1360,1,3
45800,7.806696372521179,1007,167371,1,14442,38001,51630,1845,3,3
82800,6.790097235513905,2712,150000,1,30906,17273,41397,1035,2,2
81800,6.6039438246004725,1834,70858,1,25576,13841,30209,1287,2,2
149800,7.091742115095153,1859,113000,1,68352,54295,31301,1605,1,4
82280,6.6039438246004725,2044,91000,1,25471,11934,29159,1287,2,2
115800,6.60934924316738,2711,28000,1,35092,18731,41996,1280,1,2
92800,7.491087593534876,1278,95000,1,47122,36195,54556,1615,2,4
203800,7.486613313139955,3012,28000,1,106702,44213,80210,1620,1,4
95888,5.971261839790462,1979,92000,1,33076,23359,26659,1280,2,4
172800,8.514790306799927,760,132000,1,137660,131268,60001,2015,1,4
117777,7.085064293952548,1217,55000,1,60138,52363,50621,1500,2,6
51800,6.52795791762255,979,125589,1,24447,19298,47300,1160,1,3
44800,7.091742115095153,272,159000,1,33113,49580,64889,1680,3,4
136800,6.373319789577012,2199,45000,1,50627,32681,37000,1375,1,1
90000,7.775695749915245,552,134000,1,71188,75115,78004,1790,4,4
102800,7.069874128458572,1856,86000,1,35210,24074,32000,1454,1,1
51800,7.098375638590786,885,98000,1,20976,19146,38610,1682,3,5
318800,7.0967213784947605,3560,985,1,161601,47238,118002,2123,1,5
66988,7.098375638590786,1164,100500,1,34247,23278,56206,1472,1,4
56888,7.009408932708637,1612,144600,1,17485,12614,39274,1330,2,3
81800,7.085064293952548,946,103000,1,40667,38172,51010,1550,2,7
64988,7.2909747781429814,1491,131000,1,16442,17858,33377,1350,3,3
118800,5.971261839790462,2313,27305,1,38210,22083,33301,1280,1,4
101800,6.6039438246004725,2228,33000,1,36715,14855,36534,1345,1,2
65888,7.069874128458572,851,128000,1,33625,34851,38610,1722,1,5
55888,7.098375638590786,949,158800,1,24793,19148,51010,1682,1,5
123800,6.373319789577012,1983,75500,1,53170,33792,43102,1375,1,1
188800,6.373319789577012,3167,24000,1,89899,32632,70901,1480,1,5
76800,7.10002716662926,791,126000,1,57312,56552,60001,1660,2,4
102988,6.396929655216146,2199,45000,1,31600,17793,30000,1240,1,1
149800,7.491087593534876,1340,107000,1,56637,45363,55414,2030,2,3
71800,4.248495242049359,2041,60000,1,18147,19404,19704,1210,1,5
70800,6.52795791762255,1526,98523,1,30089,17683,41761,1096,1,2
68800,7.091742115095153,397,175857,1,44757,48634,60789,1655,2,4
131880,7.098375638590786,1493,120000,1,68397,50933,57390,1540,1,4
73988,7.487733761436444,1283,63600,1,37878,26289,54501,1515,2,4
