Road Tax,OMV,Curb Weight,Mileage,COE Left,Price,COE Price,No. Of Owners
684,13699,1045,82000,942,43300,45504,4
7000,258233,2440,53900,979,429000,56002,5
976,23454,1360,102000,644,43800,58109,2
3027,79405,1435,182000,737,71800,54463,6
2380,90117,1647,100200,273,119000,65700,2
738,12600,1295,85000,1528,62800,46791,1
2362,63235,1550,35000,2223,320500,37102,1
684,30858,1480,106000,1469,87777,52000,3
626,25091,1288,118456,1194,61800,52807,1
1194,40089,1420,66362,1217,120800,53001,2
1033,15610,1232,161000,554,21800,16438,6
1194,28478,1790,126000,913,61800,47000,2
1210,49363,1540,84650,1278,118800,54405,2
1210,47763,1530,25511,1523,131800,57000,2
10611,197945,2525,60000,766,188000,56835,4
1210,37993,1615,98000,883,73688,46502,2
2143,31446,1596,99107,1102,43998,30293,1
1113,16990,1195,131095,1945,56998,25727,6
1210,17740,1635,127752,580,36998,78000,1
1210,50593,1620,40000,2955,219000,88000,1
1210,23955,1626,148000,1223,70800,45171,2
1210,52012,1395,15000,2194,219888,38110,2
624,19158,1249,147000,765,38800,59200,2
1668,32058,1291,4500,3322,253800,110524,1
684,14791,1046,135000,365,38800,57498,2
508,20143,1325,63000,1611,81800,38830,4
1210,18108,1480,50951,2920,150800,68310,1
682,19407,1190,103388,762,39888,56001,2
620,19399,1417,178047,273,18888,61990,1
684,26078,1324,73000,761,69888,56500,2
2382,77398,1790,110000,211,75888,70002,3
742,27001,1405,160000,550,39000,78000,3
1202,43849,1525,79000,1461,128800,49000,1
684,29857,1320,75759,1583,97998,39903,1
2380,67046,2250,81511,610,108800,74501,3
1202,42569,1705,62000,2008,163800,39401,1
392,17363,1164,28000,2768,98800,49640,2
885,13819,1010,189000,217,8888,13943,4
2362,79729,1670,38000,1915,299999,31001,2
508,18689,1285,95000,1100,52800,50000,1
682,28457,1740,30000,2197,167777,38110,1
1815,21958,1427,148000,1827,72800,39936,4
2382,76009,1940,121000,400,101888,71990,3
1815,33956,1520,18000,1949,164000,31933,6
742,26532,1430,50000,2616,128800,49300,2
662,25440,1540,99000,1556,81800,36890,2
3944,236828,2330,7200,3324,1550,108003,2
1210,43453,1615,153889,515,56822,78000,3
3071,81703,1895,84000,2562,123000,38216,3
506,17329,970,6000,2924,129800,73801,1
1452,52394,1620,162000,2591,123800,58124,5
890,17022,1100,85108,1281,45998,31610,4
740,37480,1425,66000,1649,111300,39001,2
684,14278,1045,76000,799,43800,56989,2
740,25324,1435,48000,2711,148800,44589,1
1638,29545,1740,160000,855,72800,51000,1
806,22056,1377,145538,880,31998,21142,2
2384,81266,1770,125000,827,129800,55089,2
508,21121,1203,1600,1580,62800,36810,1
976,55000,1099,4300,2958,282800,113299,1
976,57000,1099,6600,3348,298800,109600,1
1194,33211,1535,27000,2829,174988,61112,2
1791,31668,1339,65000,2042,86800,39563,1
392,17777,1190,23500,2988,122988,45001,1
392,17845,1190,22500,2988,122988,45001,1
586,36151,1485,14089,3165,209988,100684,1
2691,28060,1570,123358,1735,79998,36888,6
3944,278169,1465,120,2562,1300,40301,1
78,16586,1070,22000,2739,84800,32640,1
1210,48573,1525,30000,2438,196800,35889,2
738,12628,1345,33000,1828,86800,28457,1
742,17804,1205,92000,888,45800,45002,2
2246,75399,1415,75132,3197,219000,97176,3
1672,42936,1550,170000,1982,95800,33018,6
1202,74347,1845,19000,1494,169800,57390,1
682,19336,1190,85000,945,47888,47020,1
684,29931,1380,49500,2009,109800,33199,2
624,19158,1249,125997,395,32998,57089,3
738,12380,1295,74000,1671,68800,38510,1
1026,12468,1095,159000,2011,62800,26175,3
624,19248,1249,139000,733,41800,57301,2
738,17805,1345,120000,886,43800,45000,3
392,24712,1280,99000,1649,85000,38941,3
965,16286,1195,158000,737,28500,17600,4
1107,13877,1314,200000,186,8800,13088,6
826,20064,1060,120000,1861,64500,29485,2
1266,38917,1495,147000,2226,82800,34935,4
682,21559,1360,65000,1490,99800,28457,1
242,21548,1280,30000,2741,118888,27589,1
2380,74968,1955,95000,1095,132800,53001,2
1194,61799,1920,11550,3350,375900,114009,2
2382,89515,1840,55000,1336,195800,47501,3
586,33056,1375,18118,3108,188800,79601,1
1030,14129,1220,164520,2372,69900,32875,3
682,16600,1321,89000,975,40800,55200,3
682,21536,1190,51000,1700,77588,36426,1
684,26078,1324,115000,765,67500,56089,1
682,20189,1360,13000,3191,156800,78899,1
682,19424,1190,65000,731,40800,57089,1
600,18528,1457,78000,1702,76800,37989,2
1672,51247,1735,113000,2011,82800,35411,4
2382,89948,1940,90500,1194,169800,54901,2
3027,55208,1400,139000,1739,88800,36888,6
1208,13744,1591,70000,1129,75800,51000,2
1202,39990,1375,43103,2253,159000,40009,2
508,18974,1285,100714,886,43000,45000,3
684,27298,1324,72000,1281,78500,53300,3
1194,67563,1940,43000,583,138800,75000,1
1194,69648,1845,121000,1217,197000,53001,3
742,17804,1205,47228,794,45000,54301,2
1202,50779,1770,160000,1461,133888,49996,2
682,20096,1130,38903,2564,110800,47000,1
508,19936,1220,3000,2920,129800,86000,1
868,15072,1129,119000,636,24366,16095,6
1033,11051,1251,175359,369,13998,15287,5
1202,42520,1465,47000,614,58800,71509,2
740,22896,1395,89475,522,37800,62002,3
392,22572,1165,113258,639,31500,55889,2
744,22246,1241,118128,2927,83500,46482,3
1815,29984,1270,155000,1706,110800,37906,4
682,17912,1067,42000,2311,89800,33301,1
624,23833,1249,70000,1340,68900,45201,2
1815,49303,1625,150000,1499,129800,32279,6
624,32219,1450,157000,1193,73333,52807,1
2026,46331,2110,80000,1915,200888,33689,1
1194,40301,1420,130000,1004,110788,57508,3
2364,142735,1590,21000,1862,530788,36001,2
738,15260,1345,33000,2463,102800,32699,1
738,14471,1345,92154,1465,75800,33798,1
684,22440,1135,68000,1915,95888,31997,1
2380,107207,1815,65200,2285,370000,41361,1
624,23827,1249,60000,1311,66900,46489,2
586,29676,1405,50000,2319,126800,37900,2
2382,61381,1785,128000,517,74888,74000,2
2362,70378,1750,98000,1247,147888,52600,2
682,22809,1190,120007,761,53800,55200,1
684,25930,1175,29000,1496,88000,57390,1
608,11636,1035,114088,1008,43800,52503,1
1210,22114,1664,78201,1128,68800,56889,1
742,18456,1280,38000,2800,117800,47821,2
578,14574,1020,80000,1677,67900,38389,1
1210,47396,1720,79000,2065,179888,42002,1
740,26306,1425,68000,1583,88800,36810,2
624,19974,1270,45000,2590,119800,37690,1
610,12372,1055,84000,1127,48000,51506,2
740,22209,1395,86000,733,49800,56209,2
684,35726,1430,33152,1829,133888,40512,2
578,15557,1030,40500,2226,81800,32000,1
624,24709,1270,58000,1948,92800,25689,1
742,15430,1205,96000,461,23800,66010,1
1210,34778,1485,102000,1337,93800,55000,3
1210,23069,1425,36538,2223,105800,40002,1
1786,32389,1793,60000,2618,175888,45510,1
744,13390,1449,110000,1283,54800,52000,2
508,18980,1205,3500,3500,149000,92000,1
2514,37047,1650,155000,2433,90000,33568,5
682,15108,1310,64215,1496,58800,42801,5
3724,236858,1770,28500,427,550000,74389,4
70,13866,940,26778,1920,60800,8501,2
578,15806,1052,97000,1619,65111,38830,1
1033,10333,1264,159000,2042,56800,27886,4
682,13788,1085,68000,2042,83800,33199,1
1210,35785,1695,135600,1130,101800,49802,2
1194,43357,1795,55000,2222,164888,41001,1
578,15784,1070,4179,2924,115800,87889,1
1210,84372,1720,89000,1888,197888,30851,1
4366,160519,1560,120000,2927,343868,60586,3
1202,46946,1785,86084,1248,130800,53001,1
1196,25938,1610,125000,553,39800,72100,1
1630,28509,1855,119000,401,36800,70890,1
738,14355,1345,119000,1915,79000,25920,3
740,28494,1435,53000,1465,92800,42902,3
684,17792,1046,67703,1095,52800,50991,2
740,23657,1395,65000,1221,73500,48401,2
1210,19200,1535,128000,910,48111,47510,2
182,23634,1190,125800,1102,51800,34507,1
684,35730,1430,75000,2010,129800,52410,2
684,33947,1425,113000,1618,102000,37605,3
684,25458,1558,71000,1528,91800,42339,1
738,10999,1345,65340,1859,74800,28199,1
2362,68263,2025,115200,769,139800,55201,3
1266,34024,1495,153301,2197,83900,32914,6
392,27220,1315,71000,1646,96500,38941,1
1202,45353,1655,110213,247,39800,67304,2
1202,36282,1692,18000,2341,150800,38000,1
682,21841,1190,75000,1102,53800,50991,1
682,13936,1085,64000,2013,81800,29159,1
740,29096,1435,91000,1249,78800,50789,2
2362,85294,1850,58000,1305,169800,54616,2
1467,17836,1410,134000,1496,60500,50168,5
1630,33352,1865,80000,1469,128500,34381,1
1210,47757,1615,108000,1706,169800,33900,3
2450,69262,1415,108400,3197,219888,97176,3
976,19953,1360,96098,915,50000,46970,4
684,46968,1635,58608,2615,188888,39000,1
1212,60903,1841,102000,763,83800,60001,3
1200,69015,1365,40000,2068,290888,48000,1
1210,16945,1417,91000,1251,69800,53300,1
586,26934,1365,112000,1976,116800,36961,2
4627,148133,1565,80000,3197,263888,97176,6
682,21975,1190,69000,1097,65800,46778,2
742,18757,1280,24000,2825,121800,45001,1
742,18498,1280,65177,2619,112500,40556,1
738,12411,1295,65000,1556,69800,38200,1
2380,65700,1735,80000,1464,169900,50000,3
742,19589,1205,126000,732,40900,57301,1
1792,49682,2030,32332,2013,217800,36667,1
684,17519,1096,83000,762,53800,51506,2
1815,37484,1520,162000,1677,129888,38712,2
1210,17728,1682,129500,794,59800,60003,2
1672,44221,1550,138888,2197,75800,37502,1
682,17950,1200,83000,582,29300,68589,1
2380,113288,1815,31674,1857,353800,32429,2
1210,51135,1530,71285,1978,159800,39401,2
1210,22847,1515,60000,2313,109800,38000,2
392,11424,1233,67560,1619,66800,40000,1
682,16517,1321,83000,974,40700,55200,3
684,34226,1430,34781,2224,135555,40009,2
742,17452,1205,95000,820,40800,54301,3
280,12400,2168,84000,2986,119888,7904,1
684,14828,1046,87000,636,31800,55889,3
810,13290,1085,135000,3471,115800,86677,5
682,24469,1360,23000,2594,145800,48000,1
740,35416,1425,114500,737,66800,62140,2
682,20393,1190,58440,1282,59800,51106,1
742,19990,1215,76000,977,51800,53694,1
1202,76181,1845,70000,1828,188500,32429,3
738,13834,1287,119100,1468,76800,25000,2
1815,31550,1270,145000,1887,119900,31553,6
3330,118398,2185,74000,605,168800,75801,4
684,24806,1589,128000,942,50900,47889,1
1210,16320,1682,91568,1493,84800,48109,1
740,25996,1395,104000,1253,78800,50621,2
976,29466,1545,117616,765,50888,60000,2
1552,28507,1339,112000,2741,100000,47316,3
684,25277,1115,84396,1133,78888,49000,2
976,19955,1355,69428,1580,84800,42661,2
1461,21343,1340,133000,2073,73800,43007,3
1026,11834,1095,140000,1830,54800,30284,3
1026,18475,1110,125000,1978,61800,25525,2
2380,66971,1750,12000,3135,318800,92090,1
738,11824,1345,125000,949,49800,37755,2
7294,100966,2140,155000,2191,132000,32914,4
2362,70378,1750,113000,1125,142000,56410,2
682,20414,1250,11000,3384,143800,86000,1
624,26928,1300,83150,732,43800,57301,2
976,60528,1730,53831,1101,132800,51000,2
624,27597,1347,100000,880,54000,45000,3
586,32046,1375,85388,1886,118800,31101,1
1210,51237,1470,53000,2101,183888,52502,3
8004,458096,2560,22932,1002,1068,57010,3
1464,33678,1450,200000,1677,65288,38712,4
5834,162849,1870,13850,2378,698000,37900,2
5297,285694,1780,13000,3193,425800,97176,3
1196,29366,1620,83000,575,44800,77600,1
682,20928,1185,80000,767,60000,51506,1
742,21858,1230,45812,1673,85800,38000,1
738,15111,1295,95000,1587,66800,41400,2
738,15784,1295,78317,1129,62800,36001,2
976,19953,1360,84000,766,46800,60689,2
8250,695334,2720,8000,3198,2500,107800,1
8250,637485,2720,18000,3192,2500,110524,1
1194,40089,1420,90000,1224,121800,51109,1
1210,37079,1867,70000,1736,128777,32809,1
744,15274,1480,100000,850,45800,46651,2
682,19908,1130,26000,2831,110800,45189,1
682,13936,1085,55000,1945,80300,23568,1
392,18516,1257,60000,1524,67500,38200,2
508,18974,1285,84500,911,48200,47300,1
508,21172,1203,73200,1640,66800,38000,1
1113,17500,1195,106000,2071,65800,29839,1
1210,17222,1532,82000,1521,75800,57390,1
3071,58918,1750,169000,2197,104800,32914,6
624,22710,1249,120000,489,27588,61410,2
604,16339,1440,64315,635,33888,65501,1
3322,79909,2105,120000,242,89800,67304,4
738,11854,1295,119899,1490,64800,46791,1
684,27881,1480,101000,1095,85777,46778,1
2364,174819,1660,18,3441,858800,105501,1
682,22434,1190,60000,1945,85888,26301,2
586,36514,1550,5000,3320,221800,87235,1
682,22527,1200,87000,2287,101800,35320,1
3322,85245,2115,120000,395,135000,58109,3
1113,38922,1315,154000,1677,60800,38192,5
1194,50784,1410,90000,738,93777,58190,3
684,24466,1115,85000,1335,72800,54000,1
1202,57385,1555,86000,1827,177777,39406,2
2384,81088,1835,54505,1493,204800,31801,2
1071,51025,1725,146235,3376,143800,108106,6
3998,106863,1760,56000,3045,183000,80583,2
1798,22541,1684,80367,949,57777,49700,1
1210,45870,1615,86000,1003,97800,57501,3
1210,35760,1270,11380,2676,174800,46002,2
1210,19906,1379,73000,940,48900,46970,1
392,24699,1280,83500,1585,79800,36890,3
682,20734,1190,68000,1217,56000,48401,2
624,32224,1480,108998,1101,95800,51000,1
1202,66274,1635,26935,2798,251800,45001,1
1194,39636,1535,72500,1311,102800,54616,2
1194,40804,1495,60200,1217,99888,50621,2
1202,54213,1605,102891,1125,119888,56206,3
682,23037,1190,46000,2646,108500,42000,1
2335,39742,1650,164392,2226,99800,34935,6
392,17239,1185,46388,1978,82800,25689,1
740,23295,1395,53000,1314,80800,51765,1
1202,58073,1615,68000,1552,144800,53711,2
740,29951,1435,99000,1952,117800,26170,1
1212,19646,1508,130000,582,36800,75000,2
1210,19405,1480,104000,1978,103800,36961,1
682,19473,1350,50890,2070,98800,30009,1
534,17083,870,19477,2463,91800,32699,1
4334,170917,2295,23000,3353,333777,108106,1
684,26902,1393,52000,2469,128800,35001,1
826,15373,1010,130000,2226,114888,32416,3
2457,35039,1795,140000,2011,76800,35411,5
1194,50531,1705,35500,1466,137800,57414,2
6036,114718,1880,74000,2927,212000,60586,5
742,21690,1230,91000,1585,86800,40000,3
3940,245342,1419,13000,1558,680000,47390,3
1208,16705,1489,56000,2468,109900,37102,1
738,13855,1284,76000,972,43800,47020,4
4746,92415,1925,163000,1190,57777,52660,2
392,17827,1165,43000,1098,68800,42900,3
8751,259436,1500,74000,2071,278800,42885,6
2380,70703,2105,104000,886,132800,46667,3
1202,58787,1615,94000,1860,161800,32302,2
508,23807,1320,17000,2560,142800,46689,1
1202,52041,1655,119410,883,88800,47604,2
684,35584,1415,33206,2560,166800,40690,1
508,18725,1285,75000,1251,65800,50789,2
624,19702,1270,100000,2104,92889,26667,2
682,16600,1321,85000,975,40888,55200,3
1792,43784,2030,13500,3380,315800,116577,1
1369,23073,1410,135000,1832,84800,39936,3
1210,18603,1515,73000,1975,92888,37620,1
1196,26225,1610,119111,429,37000,75289,1
1792,28170,1475,83000,797,54800,59889,3
976,19955,1355,85553,1556,83500,42661,2
1202,40194,1465,96172,914,80300,47604,2
682,17436,1079,110000,910,38800,46009,2
965,21588,1210,120000,2679,77888,39844,3
684,37249,1500,12077,3353,213800,88503,1
682,13787,1085,39400,1863,88500,31783,1
1194,35354,1790,72000,1644,106888,39000,1
1210,17486,1355,98100,1163,62800,53001,1
742,19536,1249,93471,1526,76800,41761,2
586,36500,1550,9700,3348,220800,88503,1
1202,40949,1465,115088,552,54800,76889,4
965,16286,1195,191000,2622,77777,37303,3
1176,25596,1672,106000,793,50500,62101,1
814,31746,1485,90000,2927,120800,74099,2
684,12506,1005,88600,399,32800,57089,2
684,28094,1235,13000,3101,145800,68699,1
4568,114285,1865,84000,1186,199800,54901,1
1101,11163,1162,106000,1731,49800,34197,1
680,18121,1110,20,3437,145800,96501,1
740,27866,1435,105359,1,29800,65001,4
1792,37187,1940,65200,1826,166800,33420,2
1202,61607,1655,88000,1525,151800,49996,1
684,19126,1160,75000,1219,60888,48401,2
5025,115584,1980,90000,3442,239777,106916,4
2094,39986,1260,194000,1922,220000,31335,6
1210,39249,1505,118000,521,56800,76612,2
624,25493,1288,70168,1948,109800,32200,2
1452,42325,1610,164808,2927,128800,60586,2
1210,46269,1530,128891,605,71300,71509,1
1154,80331,2165,1759,3531,430800,102002,1
682,21664,1190,67000,1250,60800,51765,1
578,15531,1030,57000,1981,72800,25920,2
1210,35989,1535,44500,1524,117800,54334,3
1210,18626,1682,82000,854,56800,38610,2
586,39407,1555,30000,2770,197800,58089,1
1815,24216,1540,110000,2101,74800,42885,2
742,18637,1280,38000,2711,117800,44589,1
682,20132,1190,137000,979,46300,55200,3
742,19410,1315,13700,3197,136800,74989,1
1210,51135,1530,62000,1978,158800,35310,1
1208,16896,1566,118000,1163,60900,46229,2
604,16195,1650,131000,946,50800,49501,1
682,18232,1130,74169,1218,59300,48401,1
742,19589,1205,101000,606,38800,66000,2
1638,29136,1790,77000,760,83800,57002,2
1210,51809,1620,18500,2955,245800,114001,1
1210,22509,1626,108000,913,56800,47604,1
1196,30651,1610,70000,1193,92800,53106,2
1210,42225,1735,55200,1128,135800,49899,2
1210,43729,1490,21900,2558,186800,57700,1
744,25278,1285,130000,2927,79888,46482,6
620,21584,1417,109000,731,52800,53334,1
1212,74064,1804,99000,1099,116800,56340,1
3665,105427,1835,91574,3442,184800,106916,3
508,18038,1229,127293,732,32800,57301,2
1210,55131,1470,36122,2009,181800,43102,1
742,16713,1205,51265,2014,77800,33199,2
740,34337,1425,128000,739,80888,58190,2
1210,86358,1680,60000,1493,216800,32000,3
1636,17467,1520,114753,578,38800,75002,1
684,32721,1320,71500,2560,135800,40301,1
740,27886,1430,115000,1096,68800,51506,4
2598,66194,1825,150000,3321,165000,107652,2
1196,29168,1610,105000,941,64600,49000,2
682,14934,1310,71500,1559,66800,36001,2
2362,71241,2030,125000,524,96800,76612,2
742,16212,1205,61268,1860,74800,25000,2
1033,11537,1264,131440,1832,58800,29328,5
