Road Tax,OMV,Curb Weight,Mileage,COE Left,Price,COE Price,No. Of Owners
1210,23955,1626,107306,1222,69800,50621,2
738,17856,1345,58000,2041,88800,27000,2
1210,18626,1682,162400,854,59000,38610,2
4113,69317,1610,120000,2652,95000,42683,3
710,17533,1535,56200,367,37800,43789,1
682,23301,1190,55010,2007,89800,29159,1
682,19384,1350,55000,1916,89800,23568,1
976,42481,1305,49826,1372,119800,53711,2
588,7664,855,152000,2011,43988,26175,5
1210,66620,1983,55000,1670,175800,38700,2
740,23295,1395,107000,1126,86800,44002,1
740,36252,1425,103000,1312,95800,46229,2
586,32452,1375,50000,2312,134800,30890,2
1202,44004,1735,86000,972,96800,46502,1
586,31442,1365,12000,3047,165800,57898,1
682,18575,1060,35800,2619,94999,40609,1
738,10999,1345,52139,1861,72800,28199,1
1210,50333,1500,1000,3561,242800,122110,1
742,19990,1230,120000,1130,71800,42902,1
578,15592,1030,71585,2198,80800,36704,2
1784,47664,1620,69000,2007,153888,43102,1
1039,17853,1195,125257,2193,63800,30574,5
620,21643,1245,135000,765,58800,55201,1
1107,10321,1264,128874,2042,54800,27886,4
1107,12583,1264,135447,1863,49800,27571,4
9427,383983,1690,31000,3077,620000,83464,3
5834,143543,1600,9100,3043,698888,93590,1
1039,36989,1500,146000,2102,72800,30512,5
1210,24596,1626,128000,1251,71800,54000,1
1026,12047,1095,134833,1922,53800,26047,3
1784,44213,1620,12868,3320,222800,107201,1
890,30319,1500,123786,3075,95800,59179,3
3071,83371,1840,91477,2741,136000,47316,3
1212,48484,1660,104831,1126,99800,48005,1
9427,441583,1690,35000,3106,608000,88862,4
2457,39203,1780,174537,2014,79800,35411,3
885,19038,1060,138728,1856,54800,27571,6
1039,17853,1195,125314,2257,66800,32368,4
624,25020,1270,35000,2005,100888,33199,2
5454,74060,1740,120000,1949,250000,31933,6
684,15479,1046,88500,760,35800,56001,2
8168,232570,1500,51900,2314,258800,38071,6
1331,45496,1695,114000,3045,131800,80583,4
2362,70720,1575,23900,2590,322000,40990,2
506,13892,940,88000,1344,48800,45201,2
976,43831,1395,25400,1615,142800,45289,2
9427,398686,1690,20100,2679,588888,45586,4
1210,47844,1330,28000,2590,183000,32889,2
4295,92245,1455,118000,2102,139900,42885,5
742,16283,1205,95000,854,41800,46651,2
1966,35039,1795,133000,2592,100988,58124,3
1815,23953,1140,139475,1341,51800,54088,6
682,13870,1085,57000,2283,89800,35320,2
1210,33308,1695,53200,1464,104000,48109,1
1791,31295,1391,163000,1861,65000,32121,6
1200,72551,1365,65000,1161,218800,53001,3
684,17560,1096,98000,1979,78800,25920,1
578,15668,1052,70000,1674,67800,38510,1
1792,27621,1470,112000,398,33800,70890,1
578,15722,1030,39000,2468,93800,33000,1
742,27971,1410,120500,978,53000,55100,1
682,17699,1325,77000,1860,84800,28199,1
1202,50358,1555,89989,1253,142800,53001,4
1792,43553,2030,56583,1493,174800,57000,2
1202,36634,1565,122680,1004,85300,57010,1
5762,225146,1540,52000,2622,408800,40714,5
1202,60393,1615,77800,1254,132000,53300,2
5482,102176,1870,100000,2591,155000,58124,3
3944,232358,2330,15000,3012,979000,68310,1
684,13699,1045,87601,942,43000,45504,3
1202,43903,1735,84030,941,96800,47604,2
1331,42826,1420,45300,3496,158800,115270,3
3322,108270,2115,91600,821,188000,38610,2
1212,57433,1720,78703,824,83800,50089,1
11550,258255,2745,48500,2378,668000,33568,2
3724,247942,1675,13000,2286,890000,36000,1
5533,116463,1980,32000,3382,228000,108106,4
890,14664,1340,130251,1219,40800,28335,4
1202,52106,1605,97228,1126,110800,56500,1
885,13819,1010,133108,2011,63800,26175,5
1202,51621,1785,58000,1679,157333,39000,2
4334,171858,2295,81200,2953,278800,109643,6
6860,138498,2550,83490,3352,408000,109363,6
1210,56917,1781,109300,1705,142000,31000,1
3071,66297,1700,92000,2772,133800,49716,2
280,15814,1651,59620,2010,71000,3542,3
8804,401776,2420,44000,3500,668000,115270,6
2384,84296,2135,34000,2221,305800,35001,1
8642,453424,1690,30000,3106,788000,88862,6
740,34702,1430,78500,1340,93800,54406,1
2362,79455,1850,65000,1524,188000,48011,3
4361,277621,1514,56000,3137,388000,93644,6
4113,59333,1825,87000,2226,110888,34935,5
6309,141125,1565,147300,1830,155000,32279,5
2362,79743,1560,80150,426,145000,73990,3
3636,203735,1356,8000,2561,888000,57700,2
3940,210577,1419,26000,1915,709000,32909,3
1202,51978,1785,56000,1555,152800,47002,2
8004,459377,2560,6900,1125,1180,48005,3
1194,63964,1795,32000,1945,235000,34509,3
586,34632,1550,8000,3324,218000,74989,1
2382,71276,1690,146000,1247,157800,53300,2
738,11074,1284,95000,1371,57800,50789,3
910,78175,920,50000,432,238000,72201,3
738,17988,1287,78800,1739,81800,33798,2
1194,34264,1408,98000,1614,118800,39001,2
2382,102899,1730,90000,607,133888,75000,6
2335,43492,1650,84000,2832,109800,57955,5
1169,47892,1470,101000,2587,115800,60586,3
974,19088,1350,97000,940,54888,49156,4
2364,151845,1590,16500,2647,688000,46790,2
1196,29955,1610,137276,1007,69800,57508,1
3724,264855,1570,600,2924,1128,107800,1
2736,50985,1706,96000,1278,48800,52008,6
4332,114865,1760,150000,2591,162880,40014,5
392,26517,1315,75000,1555,106000,36890,2
1208,44351,2123,39000,2258,250000,40889,1
1113,36514,1155,155292,1495,54000,41994,6
4855,302857,1780,47808,3442,438000,106916,6
1210,30808,1695,65000,2467,162000,35889,1
744,24165,1417,97800,3017,94800,54039,2
1202,56916,1605,88000,1162,119800,51109,1
1210,46697,1615,135000,242,42800,65301,2
1815,26048,1380,5000,1368,218888,50972,5
2834,55569,1540,167000,2587,181800,58124,6
1210,50315,1555,5700,3040,258000,86102,1
1815,37294,1540,162000,1490,141800,33377,4
5834,268823,1450,53,3411,1553,110524,1
684,23512,1175,96200,882,50800,46502,2
738,17047,1295,142000,827,40800,45002,3
740,29588,1430,97000,914,67900,47604,4
890,15101,1195,98152,1100,59800,37050,3
624,19702,1270,90000,2036,91800,36704,1
682,23585,1190,28933,2617,106800,40556,1
1210,47985,1460,50900,2316,176800,38889,1
1792,39025,1980,82000,1374,140800,49802,3
624,19702,1270,65000,2044,94500,30009,2
1210,50933,1540,157000,1337,124800,49802,1
2364,130340,1580,12850,2561,588800,62600,1
858,26220,1360,155700,1465,70800,34197,6
2335,44623,1650,122052,2772,102800,49716,3
682,15062,1321,105500,395,33800,56209,2
624,23886,1249,99000,911,48800,47300,2
682,19745,1329,58000,1193,59800,50889,2
682,18347,1190,88000,398,36888,55889,1
684,27516,1324,69338,1275,74800,54405,1
508,20143,1325,75000,1583,74800,36810,1
578,12363,1020,125000,827,39800,51301,3
682,23583,1320,52200,1863,98800,32725,1
684,29417,1425,120000,368,50800,62140,3
1694,16331,1268,93748,2407,78800,33568,5
742,18391,1280,26000,2742,115800,45600,2
742,21787,1315,25000,2312,108800,35320,2
952,12543,1060,150000,2340,102500,33207,2
2382,84387,2220,95000,1125,203800,50001,2
392,17632,1185,35000,2254,90800,33009,2
1784,40319,1620,10000,2561,198800,61001,1
884,54884,1720,105225,793,80998,61103,1
392,16577,1429,60000,2587,115888,47000,1
4332,117130,1760,162000,2652,134800,42683,6
1210,22042,1664,95000,1007,66800,57903,2
766,30615,1280,11000,3074,235800,98389,1
1364,52428,1685,159000,2436,97800,33568,5
586,46123,1555,37000,2987,217800,80401,1
2382,87726,1970,90000,1188,216800,53001,2
890,27657,1155,100000,3048,88800,56670,4
2258,79574,1620,83700,1465,236800,33420,1
1196,29385,1610,36883,1224,83800,52600,1
3071,50975,1775,161379,2679,119800,45586,3
740,28034,1430,92000,367,50800,55889,2
826,14706,1010,145000,2340,67800,33207,5
620,17523,1417,110000,765,36800,56001,2
1033,15754,1232,166000,486,19800,16519,4
682,23375,1190,21000,2740,113800,41001,1
740,35663,1425,95000,1161,89800,56500,2
2094,44845,1250,168000,1617,137800,44998,6
2514,46694,1505,139000,2341,93800,35416,5
624,27192,1310,118000,460,28888,65001,3
4746,102882,1850,165000,854,37800,56436,1
1461,37066,1485,235000,1826,65800,32279,5
1786,31361,1600,92000,1344,85800,47501,3
1433,53424,1735,165000,2772,98800,49716,4
1194,64786,1845,129800,973,128888,56000,4
2382,97924,1935,71000,30,116800,72990,1
744,29555,1310,44082,1372,56998,35783,2
1210,19931,1472,88000,1340,68800,54616,1
586,33891,1485,69000,2798,177888,60109,1
738,14623,1345,37492,1945,83500,26170,1
1862,82439,1537,55000,270,148800,67304,3
2679,25586,1745,177450,1461,50998,50451,2
1202,30696,1644,108674,796,53800,60001,2
624,20009,1270,15643,2557,115800,37334,1
742,17982,1205,48000,1096,56800,47300,2
742,20553,1249,104592,1739,87000,25000,2
1634,31603,1785,52000,576,45500,68668,1
684,34922,1520,52000,2648,169966,41101,2
1266,41545,1495,135000,2652,91800,42683,4
682,17734,1130,88000,949,45000,47020,1
684,22879,1450,105000,944,47800,47020,4
958,19004,1175,175000,36,13800,14743,3
738,12966,1345,44502,910,44000,46009,1
1210,45396,1720,116000,2006,178800,41000,1
506,13335,940,106500,1557,54800,47112,2
2384,90911,1770,119986,1129,186800,53711,1
1467,17044,1350,139000,1672,59988,38712,4
620,17516,1417,116000,917,47806,45504,3
1194,63515,1845,84000,761,143800,56956,3
1194,42521,1615,128000,799,69800,54920,2
1210,56216,2070,94000,911,103800,49602,1
2380,77165,1880,62000,371,113777,69001,2
1792,45427,2065,98000,946,117800,51010,1
508,24629,1421,52000,2014,113800,36704,2
684,36561,1500,6000,3346,211800,88503,1
70,14083,940,43000,977,35000,38200,2
2380,77444,2223,78000,1616,183800,39001,1
8250,514941,2690,1000,3079,1988,82501,1
965,16680,1195,150000,2226,73800,33140,4
1792,33931,2000,55743,1220,152888,48209,1
2382,96954,1935,70260,611,139800,75000,4
1208,13395,1591,73000,1858,84000,31101,2
1210,53478,1570,68000,2342,188800,30012,1
1202,55386,1605,89000,1976,160800,31001,1
1110,18404,1220,181852,1131,40800,51641,2
1202,58186,1615,88000,1341,129800,54406,2
1210,39767,1535,36000,2346,162800,38000,2
1176,39504,1695,83000,1951,133888,36667,2
740,23157,1395,78888,881,56255,46651,2
1210,36072,1390,37000,1891,128800,31001,1
1202,41038,1480,136944,1156,101800,53001,1
1630,29242,1760,98340,824,62800,54920,3
1210,41971,1755,96600,1282,108800,54556,2
740,23253,1395,82200,910,54688,46651,3
1212,47076,1720,60000,918,85800,51010,1
1176,25901,1470,103000,1218,68800,48209,1
742,19971,1249,48500,1888,93800,25556,1
2382,104243,1955,43666,1891,263800,31001,2
2364,146526,1630,14000,2615,560800,49001,1
1176,38070,1841,73000,1493,121800,57414,2
1636,43593,1994,122000,1367,84800,50001,1
1210,17508,1532,100000,1343,66988,55000,1
684,26417,1310,93000,2067,110900,48010,1
1638,34306,1770,135000,1278,107800,54406,1
578,15582,1030,29000,2593,89800,37690,2
5533,136058,1770,39000,3197,298800,97176,5
682,17431,1321,97300,551,29800,67601,2
1630,26576,1855,110000,368,51800,60789,3
1194,44903,1830,90000,636,63800,65501,2
1210,19615,1379,76600,737,53800,56500,2
684,24806,1589,105500,912,52800,47300,1
1194,26501,1577,56802,2044,118800,48010,1
586,34137,1485,31932,2955,215800,95856,1
1786,32087,1898,76000,1496,114800,49996,2
1364,35190,1495,107000,2197,75800,32914,5
1266,55387,1685,161310,2705,101800,47701,5
600,17883,1240,56833,1703,75800,30591,3
684,46412,1635,40978,2623,192800,45012,3
1202,29385,1644,113900,823,59800,54920,2
4684,119707,1520,138500,2316,220800,35416,4
508,19461,1140,54000,1674,76800,38039,1
1210,38430,1620,81800,1647,115800,38000,2
1202,42569,1705,41538,1858,153800,31307,1
958,18625,1041,138280,33,11800,14743,5
1202,41573,1465,108221,1098,91800,56410,5
1212,68828,1804,76000,1645,155800,38039,2
1210,31512,1485,122000,976,72800,56000,3
1026,17900,1175,136000,1830,50500,30284,3
1210,55066,1690,33000,2589,241800,68310,1
392,24713,1280,80500,1614,85800,36810,2
392,19170,1185,71000,1863,88800,31917,3
1638,28291,1740,155000,824,67800,55001,2
392,17566,970,47564,2744,105800,48002,1
1672,64523,1415,98000,1859,109800,37941,2
1210,47793,1330,9200,2705,183800,47506,3
1630,31571,1858,56000,2316,158000,38000,2
682,19721,1190,84000,913,41888,47300,3
740,32856,1425,150000,365,44500,68689,3
682,13891,1085,66074,2462,95800,33520,1
1691,28565,1390,142455,522,21900,17708,4
684,13900,1040,80500,6,18800,60002,2
2457,36523,1780,160000,1644,71800,38712,2
740,29600,1460,93800,941,67000,45504,2
508,23719,1203,55000,1704,68800,37000,1
740,32861,1425,160000,371,36822,73010,5
682,17861,1339,141000,368,23800,62000,2
1210,21318,1454,68300,736,58800,58201,2
1672,38886,1740,153110,611,32500,16784,3
1210,17537,1532,91000,1460,70800,51000,1
2335,45399,1650,184000,2226,92500,34935,4
508,19574,1263,21700,3072,125800,63000,1
682,19672,1350,29860,2196,107300,34001,1
624,27755,1545,59000,2594,156800,45012,1
682,13891,1085,22380,2462,95800,33520,1
742,19833,1237,70000,2313,106800,32999,1
1202,53689,1640,23500,2559,207800,40989,1
6236,162604,2550,40000,972,368888,47000,5
1786,26059,1515,79600,1249,69000,53001,2
738,10944,1345,55000,1499,75800,28000,2
1792,28170,1475,149500,735,51800,61300,1
684,17910,1046,69000,1250,59800,50789,2
1630,33022,1858,35300,2679,186800,49489,2
682,19205,1350,63400,2099,101800,28589,1
620,17516,1417,88513,1160,52800,48000,3
684,32721,1320,81499,2251,127500,40101,1
1210,21498,1290,73000,1859,81500,32302,2
1212,61448,1841,143800,794,85000,55001,2
742,18744,1280,29000,3011,122800,57898,1
2380,122179,1815,86000,1700,314800,47002,2
682,22978,1320,27000,2563,124800,46689,1
6236,122634,2345,72000,1004,224800,56002,4
682,18240,1321,139000,823,44800,51301,2
586,31871,1485,50000,2618,163888,45012,2
1194,41062,1790,59000,402,43800,74389,1
7001,209338,1500,68000,2741,303000,47316,6
1210,48595,1525,20000,2676,223000,46002,2
742,30751,1405,110000,4,35888,68689,3
624,25380,1270,33802,2650,136800,42000,1
392,19410,1225,32869,2252,99800,32889,1
2382,89948,1940,109000,769,157777,58201,1
392,19219,970,22000,2560,103800,35990,1
976,19953,1360,110000,736,44800,61300,4
1176,25596,1672,126000,735,48188,62101,2
1210,24596,1626,62000,1337,76800,49802,1
682,14761,1310,70000,1371,56800,46489,2
1364,57389,1575,237000,1982,85800,33018,6
4568,108276,1850,54000,880,178800,47000,6
508,13305,1048,86133,1464,64300,30209,1
1202,42793,1655,135250,434,51888,72002,2
392,17595,1185,47437,2285,84800,32309,3
684,17560,1096,70888,1981,80800,26659,2
682,17719,1130,135000,943,46800,47020,4
1212,47615,1720,67000,1216,108800,50621,2
506,13666,940,69960,1468,56500,42900,1
682,20258,1190,131000,1003,49800,52301,2
508,18583,1285,41000,1343,62800,42801,1
392,19440,1334,90000,1103,52800,46778,3
682,18136,1329,81000,1465,75800,31997,3
682,22195,1190,132000,1368,67800,44002,1
1210,27591,1480,150000,399,50800,62101,1
4488,59163,1395,149000,1467,93800,50451,6
1210,33306,1695,117000,1915,126800,32200,1
586,33362,1410,37000,2624,165888,36534,2
578,17055,1030,69000,2316,85800,32699,1
2694,53815,1445,190000,1644,55800,40881,6
1104,16075,1060,199900,1949,60800,25727,6
744,18249,1480,113060,739,45800,57301,1
1464,39011,1450,166000,2011,72800,35411,6
680,17615,1110,20000,3193,125800,78001,1
2380,93413,2105,7100,3380,488888,107889,1
744,18541,1480,112000,739,45800,57301,1
1107,11333,1264,133000,2098,57500,30512,3
1212,18293,1540,72600,1950,105800,34509,1
624,23895,1249,119673,1008,52000,52503,2
740,31792,1480,118000,1128,95800,51765,2
682,20015,1190,112000,1007,53800,52301,3
742,16509,1205,80123,1916,80800,25920,2
3071,62331,1700,170000,2197,128000,32914,4
1202,54744,1605,77000,1095,130800,53711,1
684,26078,1324,118000,766,66800,56089,1
2364,175766,1585,8000,2258,628800,36000,1
1202,61702,1655,24500,1861,202800,41001,2
1269,21503,1360,171000,820,33800,21342,4
508,20204,1340,31621,1860,90800,30959,3
2514,47144,1505,177000,2197,85800,37502,2
2340,38845,1625,120000,2467,85800,33568,4
684,26342,1324,88000,1095,71800,56500,1
1176,28071,1695,37888,2095,142800,40001,1
508,17378,1139,106000,738,34800,48344,6
1630,26576,1855,145338,369,50998,60789,3
682,21769,1320,82000,1001,52800,53000,2
624,19256,1249,106000,737,41500,56001,3
682,23274,1190,80000,2252,102800,26999,1
1113,16084,1195,145000,1834,62000,29670,3
1202,40075,1465,103974,583,57800,75002,2
684,34903,1425,104000,1492,93800,57414,2
684,38879,1435,19000,2955,169800,86001,2
740,25411,1395,80000,1217,79000,52807,2
682,18399,1190,86500,397,36800,55399,1
738,12948,1345,84000,1249,54500,50789,3
1210,20019,1535,118000,945,48800,49156,2
1798,21496,1659,87103,735,46800,59889,1
1212,48377,1720,80000,1336,110800,50110,2
1196,29143,1610,50000,1159,82800,51109,1
682,18773,1190,108000,635,38000,66000,2
1208,13488,1591,66000,1678,79888,42322,1
508,18752,1240,115000,1336,54800,46489,3
1202,41063,1505,97000,1156,102100,56206,3
740,33857,1460,120000,793,65800,60001,4
684,24806,1589,140000,887,48800,43000,2
742,17804,1205,70000,371,39500,55889,1
1208,24887,2100,61000,2008,99800,48000,2
740,24851,1435,49000,2469,133800,32699,2
1630,33085,1858,40000,2221,172800,38110,1
392,24660,1200,44000,2226,130800,32699,4
684,35079,1435,53000,2767,159900,63002,1
1210,37509,1620,62000,1162,92800,50010,1
1210,50933,1540,154000,1103,126800,53711,1
1196,27231,1610,90000,492,40800,66751,3
1194,34769,1535,90000,765,75800,56500,3
1208,13395,1591,72000,1856,85800,32302,1
586,35085,1410,34000,2834,164800,56001,1
5030,113570,1880,62000,761,225000,58201,2
1208,34427,1429,34204,2191,131800,38602,3
2335,42830,1650,132000,2226,103800,34935,4
816,29711,1410,71000,1131,43800,39465,1
2514,50646,1430,148000,2340,96800,33568,5
5938,96411,1940,172911,2679,140000,45586,4
684,34989,1490,45000,2647,148800,40556,1
586,41299,1410,31500,2617,185000,45012,1
3039,41275,1940,178000,1737,81000,36888,6
1210,42715,1715,69721,972,102800,57390,1
684,39894,1481,22123,2736,174800,47806,1
392,22373,1369,21500,2684,126888,41001,2
2384,75101,1825,51555,1885,255555,31101,2
738,14485,1287,33049,2099,88288,28589,1
682,18940,1190,97415,821,40888,46651,2
1039,34338,1155,50000,1832,69500,29328,6
508,18725,1285,48058,1130,54800,52668,1
1630,32322,1760,90871,1098,78800,53001,1
1210,73636,1983,46401,1493,188800,32311,2
742,34537,1410,142000,369,37500,72002,2
1364,53009,1650,121000,1859,83800,37941,2
1786,28222,1568,114000,1217,71800,48209,1
624,23833,1249,100000,1159,62300,49751,3
6612,63440,1775,128280,1982,74800,33018,3
8237,397996,1880,57000,2956,488000,107249,6
5454,86988,1740,138900,1677,228888,37906,4
506,14286,940,45213,2594,86800,37690,1
2362,83789,1537,100000,3045,258800,80583,5
682,19190,1350,64000,2010,96800,29159,1
682,22254,1200,81569,2038,94800,36704,1
5211,50573,1490,135411,1982,90800,33018,6
1266,56996,1650,148576,2586,95500,40014,4
2382,89948,1940,87760,1004,151800,57390,2
1113,16777,1195,106075,1731,52800,37165,3
740,22896,1395,94094,370,49888,56209,4
740,25919,1425,85533,635,45800,66590,2
508,18413,1285,128000,373,36800,56209,2
682,19842,1191,61500,1858,88800,28457,1
10611,111591,2410,102300,1922,175800,31335,5
1210,36337,1080,58500,1250,86000,48556,5
1033,15498,1232,183000,432,14800,15988,6
1467,18505,1410,139168,1467,69800,34991,3
1026,11834,1095,158000,1856,53800,29670,4
1107,11706,1264,123877,1982,52800,25525,5
624,26902,1300,70000,821,50800,51301,2
1039,17456,1100,168790,2197,66800,32190,4
392,21165,1165,100000,887,41500,45000,4
682,18600,1417,98000,1673,56800,46191,2
1202,37545,1465,67000,462,54800,76889,1
1784,39999,1620,91000,2043,143800,48010,1
4000,110080,1740,30889,3412,368800,108373,4
682,17812,1321,123000,792,38700,56989,2
1210,22034,1664,92866,735,66500,57390,1
684,35726,1430,41893,1833,132000,39889,3
738,12647,1345,78848,2220,89000,30000,2
1039,17853,1195,181828,430,14800,15988,3
888,30136,1485,178000,3077,95800,59179,6
586,42750,1420,71156,2100,152800,39889,1
1467,20145,1370,177000,1249,42800,50347,4
682,21865,1320,72000,1218,59800,53334,1
1815,24216,1540,168000,2100,68800,42885,2
1634,30240,1891,93000,1193,73800,56206,1
890,30319,1500,148000,3045,93800,56670,3
1565,13928,1555,158000,2801,67800,53932,2
1461,49529,1540,167000,1103,45800,50355,4
604,15880,1650,93000,736,47800,56500,2
682,21641,1320,76000,767,55800,51506,1
1208,13268,1591,93883,1524,76800,47002,1
586,33716,1555,24000,2588,193800,35001,1
1033,15642,1232,177000,432,14800,15988,6
2457,28468,1600,165000,1493,56800,33377,3
1107,9319,1264,162000,1922,47800,26047,5
2362,73459,1560,98000,579,198800,78001,4
1210,47057,1755,113000,762,82800,60001,3
2694,55338,1605,163000,1922,55800,31335,3
508,18320,975,85000,798,28800,56989,3
744,24662,1417,118000,3017,87800,54039,2
2457,29083,1750,176000,1281,52800,52008,3
4023,55032,2245,131238,1923,81800,31335,6
1364,51188,1615,155000,2377,81800,33568,2
1202,60509,1615,78000,1499,168988,31307,1
508,18725,1285,89000,1163,55555,50101,1
182,18946,1185,44342,1642,72000,23000,3
1210,38430,1620,90000,1306,95000,54616,2
7353,85695,1925,93000,1312,44800,52491,2
2457,30113,1710,145000,1001,41800,51630,5
546,5519,875,155000,1832,48800,29328,4
1023,12593,1130,123000,1921,55800,25727,3
1815,26727,1530,133300,2074,65000,42885,1
2694,51852,1830,162000,1492,49800,50168,3
720,22633,1520,102000,638,32800,61000,1
508,13435,1044,55500,1156,46800,48000,2
742,16572,1205,88888,1617,72888,37000,1
586,36016,1550,8000,2707,183800,42000,2
2382,72726,1940,87000,828,140800,38610,3
508,25647,1385,98000,1704,79800,37000,2
1202,44507,1465,102000,1277,102800,54556,1
1792,48189,2045,128000,1891,194800,31809,2
684,28460,1360,75000,880,59800,38610,1
682,17927,1130,70111,1002,46800,53694,2
742,20173,1249,103555,1130,60800,53334,2
620,32390,1125,50000,583,38800,66590,2
3100,81334,2170,49000,2072,278800,43102,1
2442,37136,1680,160000,1922,69800,31335,2
624,23544,1320,66000,1886,105800,31101,2
4568,109138,1855,52888,2013,348888,48000,2
682,21594,1190,97000,1670,77800,36426,2
586,34736,1550,31500,2983,204800,45001,1
1458,24383,1020,140000,1642,77800,40881,6
738,13203,1345,31033,2341,96888,31210,1
508,19084,1285,122000,610,28800,66590,3
976,29813,1480,110000,914,58800,47000,2
586,36003,1410,16000,3319,202800,87235,1
392,21161,1165,97000,913,42800,47300,1
740,27065,1425,68088,1610,93800,40000,1
742,21858,1230,71000,1923,98888,25501,2
2362,73578,2030,118000,609,99800,75801,3
1210,19136,1535,80000,944,48800,49000,1
624,27806,1480,115000,1130,71800,56000,3
684,24006,1140,89000,1670,78800,38510,2
2834,71551,1660,131000,2679,126800,45586,6
682,23772,1190,68888,1125,60800,52668,1
1202,44075,1735,56900,2220,176800,39700,1
684,33351,1360,8000,3163,173800,78001,1
2380,112527,1985,63000,1499,300800,31000,1
1210,24057,1626,80000,1673,91388,37330,2
682,22749,1190,72678,1860,87800,23568,2
1792,45427,2065,95000,793,99777,59889,2
738,18864,1287,83642,2285,98800,35320,1
508,32329,1295,89863,1617,81500,37000,1
604,15922,1650,135000,914,45800,47510,1
682,16600,1321,120654,1006,43800,52301,3
682,22547,1250,7300,3197,138888,68001,1
5468,147728,1565,85493,2801,229800,53932,6
684,13699,1045,107150,942,44800,45504,3
586,41519,1485,27500,2653,175800,49489,1
740,36204,1490,75178,2104,149028,39728,1
5834,274800,1532,19500,550,555500,71921,6
1202,50342,1785,102000,1280,129800,54405,1
868,25921,1568,180000,372,12800,15287,3
740,37239,1425,95000,1309,94800,54000,4
682,18263,1130,46000,1863,81800,25000,1
682,21259,1190,69000,739,49800,52503,3
1039,14114,1422,133000,462,16800,16184,2
3922,103847,1730,69000,881,220800,47604,2
392,19774,1188,70000,1159,43800,50951,2
508,22257,1423,24000,3070,122800,68501,1
885,12730,1010,135000,1730,55800,34197,5
959,12654,1261,140000,916,32800,21142,4
1210,73366,2240,61500,2345,239800,32500,1
1110,18405,1220,143000,1493,49800,41994,2
976,19955,1355,93650,1365,75000,49802,2
976,19955,1360,95058,1220,69800,52807,1
976,23454,1360,137252,464,35900,70890,1
1815,24702,1540,140000,1129,51800,50355,2
682,18622,1321,111000,941,44300,47889,2
586,36430,1410,6800,3322,199800,87235,1
620,19152,1417,98989,429,21000,65889,2
682,15761,1256,49494,2737,128128,45600,2
682,19157,1130,60000,1343,61888,42801,1
578,15750,1052,47000,2013,79988,26309,1
1020,13556,1060,157024,183,5800,13088,4
508,17474,1139,118000,609,27800,66000,3
508,18583,1285,94503,1251,54800,50789,1
2378,82688,1805,438,2927,449800,59599,1
2691,29103,1565,138332,1922,57800,31335,6
684,22879,1450,129000,1003,50800,53000,1
1212,59076,1720,102400,1314,119880,50110,2
1210,56400,1700,105000,34,59800,71990,3
684,31229,1425,38000,1251,84000,48209,2
682,19329,1350,76000,1125,61800,52668,3
392,18449,970,1300,3409,125988,86000,1
682,22621,1130,47500,2646,101988,42000,1
392,18096,970,1050,3409,125988,86000,1
586,37281,1485,22553,2952,208800,113299,1
578,15751,1030,50000,1827,77800,28293,1
1202,65171,1670,60000,2312,213800,30890,1
976,19955,1360,101958,1163,66800,46229,1
2457,38001,1845,167371,1007,45800,51630,3
889,17273,1035,150000,2712,82800,41397,2
738,13841,1287,70858,1834,81800,30209,2
1202,54295,1605,113000,1859,149800,31301,1
738,11934,1287,91000,2044,82280,29159,2
742,18731,1280,28000,2711,115800,41996,1
1792,36195,1615,95000,1278,92800,54556,2
1784,44213,1620,28000,3012,203800,80210,1
392,23359,1280,92000,1979,95888,26659,2
4988,131268,2015,132000,760,172800,60001,1
1194,52363,1500,55000,1217,117777,50621,2
684,19298,1160,125589,979,51800,47300,1
1202,49580,1680,159000,272,44800,64889,3
586,32681,1375,45000,2199,136800,37000,1
2382,75115,1790,134000,552,90000,78004,4
1176,24074,1454,86000,1856,102800,32000,1
1210,19146,1682,98000,885,51800,38610,3
1208,47238,2123,985,3560,318800,118002,1
1210,23278,1472,100500,1164,66988,56206,1
1107,12614,1330,144600,1612,56888,39274,2
1194,38172,1550,103000,946,81800,51010,2
1467,17858,1350,131000,1491,64988,33377,3
392,22083,1280,27305,2313,118800,33301,1
738,14855,1345,33000,2228,101800,36534,1
1176,34851,1722,128000,851,65888,38610,1
1210,19148,1682,158800,949,55888,51010,1
586,33792,1375,75500,1983,123800,43102,1
586,32632,1480,24000,3167,188800,70901,1
1212,56552,1660,126000,791,76800,60001,2
600,17793,1240,45000,2199,102988,30000,1
1792,45363,2030,107000,1340,149800,55414,2
70,19404,1210,60000,2041,71800,19704,1
684,17683,1096,98523,1526,70800,41761,1
1202,48634,1655,175857,397,68800,60789,2
1210,50933,1540,120000,1493,131880,57390,1
1786,26289,1515,63600,1283,73988,54501,2
3797,82655,1735,85677,2927,124800,60586,1
7000,237121,2437,12000,2407,898800,32500,1
1792,37443,1980,45854,1524,166800,54334,2
684,32038,1350,19200,2738,149800,45600,1
1784,40319,1620,26971,2562,186800,30890,1
8250,415198,2490,10000,2828,1480,57700,1
682,19951,1185,105000,1280,60988,52000,1
620,21889,1417,105000,1104,54500,51507,1
1176,36151,1722,101000,1185,83500,50389,2
578,16767,1070,33300,2684,95988,41001,1
392,18946,1185,65000,2220,90800,32309,1
8168,254763,1500,61000,2461,360000,32914,6
