Brand,Price,Depreciation,Road Tax,Registration Date,COE Left,Mileage,Manufacture Year,Transmission,Deregistration,OMV,ARF,COE Price,Engine Capacity,Power,Curb Weight,No. Of Owners,Vehicle Type
Maserati,99800,22160,6498,11-Apr-2008,1640,160388,2007,Auto,18413,123562,123562,40881,4244,298.0,1880,4,Sports Car
Mitsubishi,69800,12590,506,12-Feb-2019,1946,27988,2018,Auto,16348,13827,5000,23568,1193,59.0,940,1,Mid-Sized Sedan
Audi,139000,19230,5468,08-Apr-2011,2616,151900,2011,Auto,29437,100860,100860,40714,4163,331.0,1800,4,Sports Car
Honda,111800,14820,682,29-Oct-2020,2563,26400,2019,Auto,38054,23228,14520,38504,1496,96.0,1190,1,SUV
Audi,38800,15040,620,12-Jun-2015,606,50000,2010,Auto,26169,32390,27346,66590,1390,90.0,1125,2,Hatchback
Bentley,939000,92150,3944,22-Dec-2021,2981,13100,2020,Auto,340639,219028,366251,80401,3996,404.0,2490,1,SUV
BMW,239000,27920,5025,28-Sep-2012,3100,77512,2012,Auto,76080,109740,109740,88862,4395,412.0,1980,3,Sports Car
Honda,131800,13970,578,10-Jan-2023,3345,79,2021,Auto,77810,16270,5000,80000,1317,72.0,1070,1,Hatchback
Subaru,54800,18460,744,16-Jan-2016,825,116000,2015,Auto,27963,24172,25841,54920,1600,125.0,1630,1,Stationwagon
Mercedes-Benz,93500,12780,965,23-Jun-2011,2646,143815,2011,Auto,27897,31019,31019,38137,1597,115.0,1500,5,Luxury Sedan
Honda,46800,16320,682,16-May-2016,945,129000,2015,Auto,17578,18822,8822,47300,1496,96.0,1190,4,SUV
Lexus,98500,20660,1792,05-Jul-2017,1339,93297,2016,Auto,45470,36195,42673,48001,2494,135.0,1615,1,Luxury Sedan
Toyota,51800,20740,1196,14-Aug-2015,368,81300,2015,Auto,25626,28652,27113,58109,1986,111.0,1610,2,SUV
Mazda,79777,13590,1210,31-Oct-2018,1825,85000,2018,Auto,32855,21455,22037,32311,1998,115.0,1290,2,SUV
Lamborghini,1190,340460,7856,18-Jan-2016,827,14000,2015,Auto,511435,477548,831587,57501,6498,552.0,1640,4,Sports Car
Bentley,699000,88110,3944,04-Dec-2019,2223,26000,2019,Auto,259794,189778,313601,40101,3996,404.0,2395,2,SUV
Ferrari,369000,79880,10614,23-May-2008,1672,48000,2008,Auto,17882,234467,234467,38712,5999,456.0,1690,6,Sports Car
Honda,88288,12890,182,11-Feb-2020,2310,22000,2019,Auto,18017,22157,13020,13010,1496,95.0,1130,1,Stationwagon
Mercedes-Benz,173888,18350,586,30-Mar-2022,3079,20000,2022,Auto,88270,32032,36845,71556,1332,96.0,1380,2,Luxury Sedan
Toyota,56800,20680,1196,25-Nov-2015,764,116000,2014,Auto,28393,27622,25671,61103,1986,111.0,1580,2,SUV
Kia,66888,14100,738,18-Dec-2017,1527,56000,2017,Auto,30555,15649,15649,46791,1591,95.3,1295,1,Mid-Sized Sedan
Honda,128800,15170,682,26-Nov-2021,2955,41088,2021,Auto,46375,24189,10865,47010,1496,87.0,1250,1,SUV
Toyota,133800,14980,682,29-Apr-2022,3108,27842,2019,Auto,67056,24471,11260,68501,1496,80.0,1320,1,MPV
Subaru,112999,17960,1208,31-Jul-2019,2095,77000,2018,Auto,35870,17309,17309,39406,1995,115.0,1591,1,SUV
Renault,73800,13600,508,19-Jun-2018,1708,48280,2018,Auto,31827,19990,19990,38001,1197,97.0,1315,1,Mid-Sized Sedan
Audi,69800,15790,392,27-Nov-2017,1496,51000,2017,Auto,25845,22939,9115,47112,999,70.0,1165,3,Hatchback
Audi,87998,17890,624,01-Dec-2017,1490,97000,2017,Auto,43246,32727,27818,57390,1395,110.0,1450,2,Luxury Sedan
Mercedes-Benz,95999,23190,740,16-Jan-2017,1190,92000,2016,Auto,44422,38166,40433,55501,1595,115.0,1475,3,Luxury Sedan
Toyota,81888,14290,682,07-Jan-2019,1892,39523,2018,Auto,25026,13781,13781,28000,1496,79.0,1085,1,Mid-Sized Sedan
Mercedes-Benz,215800,21240,586,30-Nov-2022,3324,17559,2022,Auto,115186,36514,43120,90589,1332,96.0,1550,2,SUV
Nissan,76800,17000,1210,07-Jul-2017,1341,57000,2017,Auto,35807,24596,26435,49802,1997,106.0,1626,1,SUV
Mazda,77800,13830,682,26-Oct-2018,1830,40956,2018,Auto,22130,16014,16014,20053,1496,88.0,1329,2,Hatchback
Mercedes-Benz,233000,23330,586,31-Oct-2022,3285,13300,2022,Auto,110218,36453,43035,86000,1332,96.0,1550,1,SUV
Volkswagen,40900,16930,624,14-Oct-2015,733,119000,2015,Auto,19481,22642,13699,56001,1395,90.0,1249,1,Hatchback
Toyota,55800,15380,742,26-Oct-2016,1100,87001,2016,Auto,26086,17982,17982,47300,1598,90.0,1205,2,Mid-Sized Sedan
Nissan,54800,16750,1210,06-May-2016,915,74578,2016,Auto,26186,22509,23513,47000,1997,106.0,1626,3,SUV
Alfa,204800,24390,1208,09-Feb-2021,2654,33800,2020,Auto,73128,42688,51764,49778,1995,206.0,1504,2,Sports Car
Porsche,608800,63820,2364,10-Sep-2021,2555,12850,2021,Auto,204542,130340,206612,62600,2981,283.0,1580,1,Sports Car
Audi,129800,21890,1194,14-Aug-2018,1463,52000,2018,Auto,49834,39562,47387,34381,1984,140.0,1535,1,Luxury Sedan
Porsche,518800,64400,2364,11-Mar-2020,2340,13452,2019,Auto,183629,132700,210860,39700,2981,283.0,1580,3,Sports Car
Mercedes-Benz,95800,25850,740,16-Aug-2016,735,59000,2016,Auto,42545,40908,44272,56089,1595,115.0,1475,1,Sports Car
Honda,68800,17910,1628,15-Sep-2016,764,82000,2016,Auto,36119,28995,32593,56500,2354,140.0,1574,2,SUV
SEAT,94800,14510,624,29-Jul-2019,2103,44479,2018,Auto,38755,20846,21185,39406,1395,110.0,1263,1,Hatchback
BMW,78800,18760,684,31-Mar-2017,1245,77441,2017,Auto,35347,28818,27346,50621,1499,100.0,1360,1,Sports Car
Mazda,44800,14390,682,30-Jun-2016,979,81000,2016,Auto,18553,16296,11296,43282,1496,88.0,1321,2,Mid-Sized Sedan
Jaguar,162500,22630,1212,31-Oct-2018,1825,158000,2016,Auto,87784,68869,95965,32552,1999,177.0,1804,2,Luxury Sedan
Mercedes-Benz,97800,13050,1266,08-Apr-2011,2713,120000,2011,Auto,35468,57456,57456,47316,1796,150.0,1575,6,Sports Car
Honda,100800,13650,682,24-Sep-2020,2223,32000,2019,Auto,35530,21176,11647,38504,1496,95.0,1130,1,Stationwagon
Hyundai,126800,15520,742,13-Oct-2021,2922,9748,2021,Auto,41402,18758,5000,47001,1598,90.2,1280,1,Mid-Sized Sedan
Volkswagen,64988,16600,624,24-Mar-2017,1248,64247,2016,Auto,27515,23827,15358,50789,1395,92.0,1249,2,Hatchback
Hyundai,74800,13740,738,04-Oct-2018,1493,85000,2018,Auto,22762,12572,12572,28000,1591,93.8,1345,2,Mid-Sized Sedan
Volkswagen,140800,17170,624,28-Dec-2020,2622,57000,2020,Auto,54495,29730,33622,40556,1395,92.0,1338,1,Stationwagon
Mercedes-Benz,108888,21980,740,22-Sep-2017,1126,88000,2017,Auto,48442,37239,44135,50001,1595,115.0,1425,1,Luxury Sedan
Honda,94500,14820,742,21-Jun-2019,2065,71000,2019,Auto,35949,20031,20044,36704,1597,92.0,1237,1,Mid-Sized Sedan
Mazda,67700,14860,1210,29-Aug-2017,1103,82000,2017,Auto,33824,19935,19935,53711,1998,121.0,1472,2,Luxury Sedan
Honda,53800,16470,684,01-Sep-2016,731,80000,2016,Auto,22697,17273,12273,53000,1498,96.0,1046,1,Hatchback
Mercedes-Benz,106800,40410,1202,03-Aug-2015,638,58000,2015,Auto,48741,52789,67021,65501,1991,265.0,1585,3,Sports Car
Kia,77999,14250,738,13-Aug-2018,1462,92000,2018,Auto,28925,17934,17934,33798,1591,93.8,1287,1,Mid-Sized Sedan
Volkswagen,58800,17610,976,19-Apr-2016,918,110000,2015,Auto,29103,29813,28739,47000,1798,132.0,1480,2,Luxury Sedan
Subaru,63800,14410,744,25-Sep-2017,1129,95000,2017,Auto,23027,13499,13499,36001,1600,84.0,1449,1,Hatchback
Lexus,159800,21870,1784,23-Dec-2019,2252,65013,2019,Auto,58472,40126,48177,36000,2487,152.0,1620,2,Luxury Sedan
Honda,72800,15250,682,28-Feb-2018,1587,90000,2016,Auto,24402,21281,11794,36810,1496,96.0,1190,2,SUV
BMW,94800,20640,684,08-Aug-2017,1373,92000,2017,Auto,39666,31845,31583,50001,1499,100.0,1430,1,SUV
Honda,43300,16790,682,26-Jan-2016,825,78000,2015,Auto,16038,19510,9510,45002,1496,96.0,1190,1,SUV
Mercedes-Benz,203800,36080,2382,15-Sep-2017,1129,95000,2017,Auto,100191,84387,123897,50001,2996,270.0,2220,2,SUV
Toyota,87888,19690,1196,19-Jul-2017,1373,82000,2016,Auto,36494,28742,27239,49802,1986,111.0,1610,1,SUV
Porsche,342500,41290,1200,13-Nov-2020,2587,31000,2020,Auto,101967,70597,99075,39500,1988,220.0,1365,1,Sports Car
Toyota,98800,21070,1210,19-Jul-2017,1373,97000,2017,Auto,43899,33308,38632,49802,1998,170.0,1695,2,SUV
Ferrari,608800,70410,5201,10-Dec-2012,3131,47590,2012,Auto,80970,353910,353910,93644,4497,416.0,1565,5,Sports Car
Mitsubishi,40800,8950,489,30-Apr-2008,1649,190000,2008,Auto,17612,12843,12843,38655,659,47.0,900,6,Hatchback
Alfa,88800,12280,1880,07-Jan-2011,2616,84721,2010,Auto,29437,23650,23650,40714,2198,136.0,1490,2,Luxury Sedan
Alpine,238800,26550,976,12-May-2021,2766,15209,2021,Auto,101485,57000,74600,60001,1798,185.0,1086,2,Sports Car
Lexus,86800,23760,1210,18-Mar-2016,887,86000,2016,Auto,46323,47057,57880,47604,1998,175.0,1755,4,SUV
Honda,82800,13690,184,12-Mar-2019,1976,16000,2019,Auto,18961,17185,17185,11199,1498,96.0,1088,1,Hatchback
Mazda,44800,15090,1210,16-Feb-2016,855,79888,2015,Auto,20218,18553,18553,38610,1998,121.0,1357,2,Hatchback
Mercedes-Benz,48000,19830,740,18-Sep-2015,402,120000,2015,Auto,23593,22896,19055,67601,1595,90.0,1395,3,Hatchback
Mercedes-Benz,198000,23580,586,31-Mar-2021,2705,52000,2020,Auto,66278,36804,43526,45001,1332,120.0,1555,1,SUV
BMW,158800,19360,684,30-Nov-2020,2594,28110,2020,Auto,60162,35079,41111,41503,1499,103.0,1430,1,SUV
Toyota,55800,16660,976,11-Jul-2016,1000,138000,2016,Auto,26003,19953,19953,51010,1798,105.0,1360,1,MPV
Jaguar,189800,23240,1210,26-Oct-2020,2560,31179,2020,Auto,67163,42930,52102,39889,1997,184.0,1832,1,SUV
Mitsubishi,38800,17610,1636,29-Jun-2015,613,100450,2015,Auto,21687,17109,17109,74501,2360,123.0,1520,2,SUV
Subaru,70800,20480,1210,22-Jul-2015,636,99000,2015,Auto,51124,53705,68669,75000,1998,206.0,1620,3,SUV
Toyota,116800,15440,682,11-Sep-2020,2220,83111,2019,Auto,41017,19828,19828,37766,1496,79.0,1350,1,MPV
BMW,82800,14900,2514,30-Sep-2009,2005,133415,2009,Auto,19685,55107,55107,35411,2497,150.0,1430,4,Sports Car
Nissan,66800,12940,508,28-Sep-2018,1497,76302,2018,Auto,17416,13305,5000,28000,1198,58.0,1048,2,Hatchback
Mazda,66988,16780,1210,13-Jan-2017,1187,100500,2016,Auto,34308,23278,24590,56206,1998,121.0,1472,1,Luxury Sedan
Honda,95988,12670,578,24-Feb-2021,2678,33300,2020,Auto,34001,16767,5000,41001,1317,72.0,1070,1,Hatchback
MINI,138800,15920,684,23-Dec-2021,2982,16000,2021,Auto,59028,28094,16332,57010,1499,75.0,1235,1,Hatchback
BMW,155555,15870,684,23-Jun-2022,3162,12483,2021,Auto,91348,30529,34741,74989,1499,80.0,1340,1,Hatchback
Toyota,58800,14880,742,20-Jan-2017,1194,107000,2016,Auto,29424,19990,19990,50101,1598,90.0,1215,1,Mid-Sized Sedan
Mercedes-Benz,102100,23890,1202,05-Jan-2017,1160,97000,2016,Auto,50369,41063,49489,56206,1991,135.0,1505,3,Sports Car
Toyota,53000,10840,1023,30-Aug-2008,1469,170000,2008,Auto,16724,14102,9992,34197,1496,81.0,1200,4,Mid-Sized Sedan
Volkswagen,62800,11130,868,29-Mar-2010,2036,130000,2010,Auto,15738,23907,23907,27886,1390,118.0,1285,6,Sports Car
BMW,91800,12550,1570,28-Feb-2011,2646,85000,2010,Auto,31223,34991,34991,42683,1995,115.0,1390,4,Sports Car
Toyota,124800,15270,682,23-Aug-2021,2557,27000,2021,Auto,43627,22978,9170,46689,1496,80.0,1320,1,MPV
Mercedes-Benz,56555,19280,740,16-Mar-2016,885,78888,2015,Auto,22989,23157,19420,46651,1595,90.0,1395,2,Hatchback
BMW,150800,21520,1210,25-Jun-2019,2069,79800,2019,Auto,62407,45625,55875,35906,1998,135.0,1540,1,Luxury Sedan
BMW,209800,20660,684,16-Nov-2022,3320,14248,2022,Auto,111878,36604,43246,87235,1499,90.0,1500,1,SUV
Honda,73800,11990,78,04-Sep-2019,1829,40000,2019,Auto,13309,16003,6003,14917,1317,73.0,1030,1,Hatchback
Subaru,54888,15750,1208,22-Sep-2016,761,100000,2016,Auto,26906,16811,16811,57002,1995,110.0,1566,2,SUV
Honda,112800,21160,1630,18-Apr-2018,1647,134000,2018,Auto,41587,30148,34208,39001,2356,129.0,1858,2,MPV
Mercedes-Benz,186800,27660,1202,14-Dec-2018,1888,64000,2017,Auto,81268,63889,87001,30959,1991,180.0,1685,2,Sports Car
Mazda,218800,22730,1786,06-Sep-2022,2926,8600,2021,Auto,122417,28932,32505,110003,2488,143.0,1809,1,SUV
BMW,95800,26160,1210,20-Jun-2016,979,87000,2016,Auto,43602,41917,50684,49000,1998,135.0,1715,3,Sports Car
Honda,67800,15540,682,09-Jun-2017,1314,87000,2016,Auto,30716,24845,21783,45201,1496,96.0,1190,2,SUV
Smart,67800,12960,372,29-Jun-2018,1708,63000,2017,Auto,25370,13240,13240,34110,898,66.0,1025,2,Hatchback
Lexus,91800,20320,1792,30-Mar-2017,1254,124237,2016,Auto,46225,36195,42673,53300,2494,135.0,1615,2,Luxury Sedan
Toyota,34800,12780,1026,07-Aug-2006,970,103000,2006,Auto,12651,12347,13582,46454,1497,80.0,1020,2,Mid-Sized Sedan
Volkswagen,18800,12480,868,13-Apr-2010,547,160876,2010,Auto,4954,20576,20576,16438,1390,90.0,1329,4,Mid-Sized Sedan
BMW,139000,15770,684,17-Jun-2021,2801,64700,2021,Auto,63903,31057,35480,48510,1499,80.0,1340,1,Hatchback
BMW,146800,16790,684,15-Jun-2021,2799,32291,2021,Auto,63994,31169,35637,48510,1499,80.0,1380,1,Hatchback
Toyota,46800,16750,1792,17-Aug-2015,371,80000,2015,Auto,30677,28263,31569,71889,2494,133.0,1470,1,Luxury Sedan
Hyundai,75300,17010,1212,28-Aug-2017,1102,69100,2017,Auto,33188,18565,18565,54405,1999,114.0,1540,2,SUV
Subaru,40800,19670,1210,29-May-2015,583,105000,2014,Auto,22233,17374,17374,78004,1998,177.0,1635,1,SUV
BMW,72800,13830,1812,14-Jan-2009,1918,130188,2008,Auto,16500,45550,45550,31335,1995,115.0,1460,6,Sports Car
Honda,38800,22150,1630,17-Oct-2014,371,110690,2014,Auto,25208,28898,32458,72180,2356,129.0,1855,4,MPV
Hyundai,87800,13820,738,02-Sep-2019,1827,76000,2019,Auto,28748,12593,12593,32725,1591,93.8,1345,2,Mid-Sized Sedan
Toyota,130800,32800,1792,30-Nov-2016,1134,158845,2016,Auto,53790,45431,55604,56206,2494,134.0,2075,1,MPV
Jaguar,76800,18270,1212,16-Dec-2015,795,126000,2015,Auto,57378,56552,73794,60001,1999,177.0,1660,2,Luxury Sedan
Mercedes-Benz,149800,22360,1202,29-Nov-2018,1863,113000,2018,Auto,68386,54295,69731,31301,1991,135.0,1605,1,Luxury Sedan
Honda,53800,15740,682,25-Nov-2016,1129,96000,2016,Auto,21906,19198,9198,50951,1496,97.0,1130,2,Stationwagon
Mercedes-Benz,73800,22680,1202,28-Sep-2015,402,146000,2015,Auto,44331,47421,58390,62101,1991,135.0,1655,2,Luxury Sedan
Land,268800,29370,1210,31-Aug-2021,2555,17449,2021,Auto,103658,56673,74012,61001,1997,221.0,2162,1,SUV
Mercedes-Benz,105800,14500,1266,25-Jan-2011,2649,124000,2010,Auto,31141,59434,59434,42683,1796,150.0,1575,5,Sports Car
Land,110800,21980,1212,16-Jun-2017,1340,80000,2017,Auto,57275,48377,59728,50110,1999,177.0,1720,2,SUV
Land,318800,32440,1210,15-Jun-2022,3164,11000,2021,Auto,125676,56778,74201,91112,1997,221.0,2162,1,SUV
Mercedes-Benz,224800,45420,6236,08-Aug-2016,1008,72000,2015,Auto,131435,122634,192742,56002,5461,430.0,2345,4,SUV
Mercedes-Benz,172800,23750,1202,17-Dec-2019,2256,76000,2019,Auto,64558,42557,51580,41805,1991,135.0,1705,1,SUV
Volkswagen,87800,21950,1194,14-Nov-2016,1128,67000,2015,Auto,43384,34054,39676,56889,1984,162.0,1370,2,Sports Car
Mercedes-Benz,143800,22590,740,12-Mar-2019,1976,55000,2018,Auto,50409,36172,42641,33989,1595,115.0,1490,1,Luxury Sedan
Mercedes-Benz,93888,15490,3335,11-Dec-2009,2191,155000,2009,Auto,22738,67823,67823,37502,2996,170.0,2175,3,MPV
Mazda,123888,17640,1786,21-Dec-2019,2250,30000,2018,Auto,47678,26466,29053,42020,2488,143.0,1590,3,Luxury Sedan
Honda,89800,15220,682,22-Mar-2019,1976,45209,2018,Auto,24817,22656,13719,26659,1496,96.0,1190,1,SUV
Peugeot,56800,14700,508,03-Apr-2017,1248,64000,2016,Auto,25021,20933,11307,50789,1199,96.0,1190,1,Stationwagon
Mercedes-Benz,180800,31840,2382,11-Dec-2017,1520,51000,2017,Auto,87331,68945,96101,48109,2996,270.0,1690,1,Luxury Sedan
Mazda,24800,17870,1210,05-Dec-2014,399,120000,2014,Auto,12890,18372,8372,72003,1998,114.0,1438,1,Luxury Sedan
Volkswagen,38988,13340,620,21-Dec-2015,790,123800,2015,Auto,24142,19366,19366,56989,1390,90.0,1417,3,Mid-Sized Sedan
BMW,136800,19240,684,30-Sep-2019,1864,75000,2019,Auto,54840,36901,43662,40000,1499,103.0,1430,2,SUV
Honda,104800,12220,578,21-Feb-2022,3040,13000,2021,Auto,43089,16864,5000,47001,1317,72.0,1070,2,Hatchback
Honda,59800,16730,742,07-Oct-2016,766,85000,2016,Auto,27651,19491,19491,53334,1597,92.0,1249,3,Mid-Sized Sedan
Mazda,55700,10170,1113,11-Aug-2009,1976,142000,2009,Auto,13979,20044,20044,25525,1598,77.0,1275,2,Mid-Sized Sedan
Mercedes-Benz,65800,21930,740,28-Dec-2015,797,120000,2015,Auto,33939,33857,34400,60001,1595,115.0,1460,4,Stationwagon
Honda,71800,14130,684,16-Apr-2018,1645,65000,2018,Auto,28678,15908,15908,38830,1497,88.0,1078,1,Mid-Sized Sedan
Subaru,69800,16910,1798,31-Mar-2017,1245,85000,2016,Auto,32950,21591,22228,53300,2498,129.0,1684,2,SUV
Mazda,81888,16090,1210,15-Mar-2018,1614,84000,2017,Auto,34863,20861,21206,47390,1998,121.0,1472,1,Luxury Sedan
BMW,83800,15770,3543,04-Feb-2009,1916,93800,2006,Auto,16655,32998,32998,31335,2979,170.0,2080,4,SUV
Porsche,248800,45980,1200,29-Jan-2018,1558,28067,2017,Auto,94374,72108,101795,53711,1988,220.0,1365,3,Sports Car
BMW,186800,19590,5025,22-Apr-2013,3466,110000,2013,Auto,104857,96643,96643,109948,4395,412.0,1870,3,Sports Car
BMW,199800,32230,2362,20-Oct-2017,1469,44000,2014,Auto,117695,93331,139996,49012,2979,301.0,1615,2,Sports Car
Mercedes-Benz,64000,20650,740,06-May-2016,915,94000,2015,Auto,25199,24914,21880,46970,1595,115.0,1395,2,Hatchback
Mercedes-Benz,67000,20110,740,26-May-2016,945,93800,2015,Auto,29007,29600,28440,45504,1595,90.0,1460,2,Stationwagon
Honda,136900,14780,682,11-Nov-2022,3315,50,2022,Auto,74677,19997,5000,78001,1496,87.0,1250,1,SUV
BMW,102800,25170,1210,13-Sep-2016,762,65000,2016,Auto,51672,47372,58321,57002,1998,185.0,1540,3,Luxury Sedan
Mercedes-Benz,66988,19640,740,14-Nov-2016,1128,81000,2016,Auto,24363,21712,12397,52668,1595,90.0,1395,2,Hatchback
Honda,41800,12060,1467,29-Mar-2007,1253,177000,2007,Auto,17449,20145,22160,50347,1799,103.0,1370,4,MPV
Volkswagen,24800,17620,624,15-Jan-2015,459,124000,2014,Auto,11105,19226,5000,66010,1395,90.0,1249,2,Hatchback
Ford,46800,12700,392,23-Nov-2016,1127,109774,2016,Auto,25756,19340,14340,52668,999,92.0,1327,2,Hatchback
Volkswagen,61800,14240,508,29-Nov-2017,1498,83603,2016,Auto,23398,15773,5773,46791,1197,81.0,1229,3,Hatchback
Nissan,70500,12620,508,28-Feb-2019,1952,41089,2019,Auto,17924,13467,5000,26301,1198,58.0,1048,2,Hatchback
Honda,60800,16480,682,14-Feb-2017,1218,57600,2016,Auto,23497,20871,11220,48401,1496,96.0,1190,2,SUV
Mazda,65800,13260,682,13-Mar-2018,1612,81288,2017,Auto,25939,14299,14299,36001,1496,88.0,1310,3,Mid-Sized Sedan
Peugeot,96777,16670,742,28-Aug-2018,1467,98000,2017,Auto,37788,27644,30702,33420,1598,121.4,1365,2,SUV
Mercedes-Benz,67800,20510,740,22-Jun-2016,971,79570,2016,Auto,27234,27088,24924,45504,1595,90.0,1430,3,Luxury Sedan
Maserati,275800,41350,2362,25-Jan-2019,1919,19191,2018,Auto,102280,78689,113641,32909,2979,257.0,2109,2,SUV
Toyota,118800,14100,680,20-Dec-2021,2989,33000,2021,Auto,47990,20984,6378,52709,1490,88.0,1110,1,SUV
Mazda,45000,15000,1210,23-Feb-2016,852,113702,2015,Auto,20444,18806,18806,38610,1998,111.0,1535,2,MPV
Mitsubishi,63800,12490,506,05-Sep-2018,1465,78346,2018,Auto,19545,13442,5000,32699,1193,59.0,940,1,Mid-Sized Sedan
Porsche,178000,41160,1194,18-Jan-2017,1192,112000,2016,Auto,74612,63598,86477,56206,1984,185.0,1845,5,SUV
Honda,86300,16000,742,12-Jul-2018,1731,37800,2018,Auto,31574,20254,20356,36426,1597,92.0,1249,1,Mid-Sized Sedan
Bentley,1138,101590,3944,26-Oct-2022,3290,12000,2022,Auto,427619,226107,437436,110000,3996,404.0,2165,1,Sports Car
Mitsubishi,152800,17370,1210,25-Jan-2022,3014,30000,2021,Auto,81069,17389,17389,82001,1998,110.0,1480,1,SUV
Toyota,46800,16120,742,26-Jan-2016,825,104235,2015,Auto,22085,19589,19589,45002,1598,90.0,1205,2,Mid-Sized Sedan
Kia,32800,21000,1634,18-Sep-2014,37,156000,2014,Auto,18975,24373,26123,63001,2359,127.0,1580,3,Luxury Sedan
Mercedes-Benz,100800,17900,740,25-Jul-2018,1734,64785,2018,Auto,38750,27163,30029,37000,1595,90.0,1425,1,Hatchback
Toyota,64800,12610,1458,28-Nov-2008,1862,139160,2008,Auto,16501,18803,18803,32121,1794,97.0,1310,3,MPV
Honda,96800,15400,182,11-Mar-2019,1975,55000,2018,Auto,25032,24750,26650,9309,1496,96.0,1360,1,MPV
Toyota,63800,13260,1815,01-Aug-2008,1731,133000,2008,Auto,17747,24659,24659,36888,1998,110.0,1540,3,MPV
Mazda,48800,14170,682,12-Oct-2016,1096,121100,2016,Auto,23106,17428,12428,50000,1496,88.0,1321,3,Mid-Sized Sedan
Honda,66800,15700,682,19-Jun-2017,1343,92762,2016,Auto,30367,21930,17702,51106,1496,96.0,1190,2,SUV
BMW,105800,29700,2382,29-May-2015,583,129134,2014,Auto,75710,79231,114616,77600,2996,190.0,1790,1,Luxury Sedan
BMW,71800,13590,2694,20-Jan-2009,1924,185400,2008,Auto,16552,50878,50878,31335,2497,160.0,1525,6,Sports Car
Porsche,688000,123300,3944,13-Mar-2018,1612,41000,2017,Auto,216688,173834,284902,39000,3996,368.0,1413,3,Sports Car
Honda,129000,14990,682,21-Jan-2022,3010,31100,2021,Auto,54905,23271,9580,57599,1496,87.0,1250,1,SUV
Land,186800,23980,1210,09-Jul-2020,2438,26000,2018,Auto,61697,41409,49973,35889,1997,177.0,1865,1,SUV
Peugeot,131777,15610,508,20-May-2021,2774,55000,2021,Auto,55969,24223,25913,48002,1199,96.0,1320,1,SUV
Honda,53800,16380,682,13-Sep-2016,762,69000,2016,Auto,22420,21259,11763,52503,1496,96.0,1190,3,SUV
Toyota,71000,14950,2457,10-Jul-2008,1709,143163,2008,Auto,17524,29463,18708,36888,2362,125.0,1710,5,MPV
Nissan,58800,12600,508,29-Mar-2018,1618,106755,2018,Auto,20480,13497,5000,38000,1198,58.0,1048,2,Hatchback
Honda,21500,13720,1036,05-May-2010,549,159000,2008,Auto,5152,25281,25281,16438,1595,92.0,1220,5,Mid-Sized Sedan
Honda,73800,16090,682,05-Jan-2018,1525,56995,2017,Auto,24032,20858,11202,38200,1496,96.0,1190,1,SUV
Honda,63800,15990,682,24-Jul-2017,1368,85000,2016,Auto,20884,16497,6497,44002,1496,97.0,1130,1,Stationwagon
Mercedes-Benz,117800,22400,740,18-Jan-2018,1557,80000,2017,Auto,53850,37239,44135,53711,1595,115.0,1425,2,Luxury Sedan
Nissan,62500,17500,1210,24-Aug-2016,733,57108,2016,Auto,30933,23227,24518,56500,1997,106.0,1626,2,SUV
MINI,101800,21230,1210,02-Dec-2017,1491,62200,2016,Auto,42917,28993,27591,57000,1998,141.0,1240,3,Hatchback
Mazda,88888,15900,1786,01-Aug-2018,1731,105000,2018,Auto,33668,23441,24818,34400,2488,141.0,1515,1,Luxury Sedan
Audi,49800,17840,624,26-Dec-2015,795,150000,2015,Auto,25026,27650,20710,56989,1395,92.0,1310,3,Luxury Sedan
Mercedes-Benz,66800,13730,1461,21-Aug-2008,1460,180000,2008,Auto,17026,48443,48443,34991,1796,135.0,1490,4,Luxury Sedan
Honda,98800,13280,578,08-Jan-2021,2623,30000,2020,Auto,33150,17083,5000,40556,1317,72.0,1070,1,Hatchback
Honda,46800,16590,682,22-Apr-2016,911,78000,2015,Auto,17750,19627,9627,47300,1496,96.0,1190,3,SUV
Lexus,81800,23780,1210,23-Feb-2016,852,122399,2016,Auto,41112,41966,50753,45009,1998,175.0,1755,4,SUV
Toyota,97800,14640,2293,15-Jun-2010,2434,122000,2010,Auto,22431,36439,36439,33568,2362,125.0,1770,3,MPV
Mercedes-Benz,135500,23920,1202,05-Apr-2018,1615,134000,2017,Auto,56922,45947,56326,39000,1991,135.0,1525,1,Sports Car
Toyota,52800,20790,1196,01-Oct-2015,395,74300,2015,Auto,24753,26040,23456,60001,1986,111.0,1610,2,SUV
Toyota,43800,17760,742,09-Sep-2015,374,111000,2015,Auto,21785,19589,19589,57498,1598,90.0,1205,2,Mid-Sized Sedan
Hyundai,77888,13670,738,08-Jan-2019,1893,41000,2018,Auto,22600,12285,12285,25501,1591,93.8,1345,2,Mid-Sized Sedan
Kia,58800,10160,663,23-Jul-2009,2097,121900,2009,Auto,17655,8566,8566,30512,1086,47.1,872,3,Hatchback
Toyota,63800,11300,1039,29-Oct-2009,2036,118000,2009,Auto,15738,17853,17853,27886,1598,80.0,1195,2,Mid-Sized Sedan
