Brand,Price,Depreciation,Road Tax,Registration Date,COE Left,Mileage,Manufacture Year,Transmission,Deregistration,OMV,ARF,COE Price,Engine Capacity,Power,Curb Weight,No. Of Owners,Vehicle Type
Volvo,142800,24320,1176,17-Sep-2018,1496,64000,2018,Auto,47665,38070,45298,32311,1969,187.0,1841,1,SUV
Honda,81500,12840,578,31-Oct-2019,2190,56000,2019,Auto,25146,17421,7421,32309,1317,73.0,1030,1,Hatchback
BMW,63806,20800,684,22-Mar-2016,881,98411,2015,Auto,27146,27737,25832,47604,1499,100.0,1425,4,Luxury Sedan
Subaru,77800,14440,2625,27-Feb-2009,1951,147000,2008,Auto,17200,30495,30495,31933,2457,184.0,1510,3,Stationwagon
Honda,77803,15750,682,09-Jan-2018,1529,88000,2017,Auto,35124,21266,21773,46791,1496,96.0,1190,3,SUV
Mercedes-Benz,158800,31860,2382,13-Apr-2017,1277,82000,2016,Auto,78944,67856,94141,50621,2996,270.0,1845,2,SUV
Honda,49500,13770,182,06-Sep-2016,736,46000,2016,Auto,21621,22809,18933,35301,1496,96.0,1190,3,SUV
Volkswagen,80800,10020,744,06-Feb-2012,2921,168639,2011,Auto,37479,26026,26026,46482,1390,118.0,1285,6,Sports Car
Hyundai,65800,10660,108,09-Jul-2019,2073,29088,2019,Auto,13446,9046,9046,11589,1368,73.6,1115,1,Mid-Sized Sedan
Audi,23800,22560,624,30-Jun-2014,249,125000,2014,Auto,12265,27209,15093,67290,1395,90.0,1310,4,Luxury Sedan
Mitsubishi,52800,13400,506,12-Jul-2017,1366,79850,2017,Auto,19315,13050,5000,42801,1193,57.0,940,2,Mid-Sized Sedan
Audi,230800,33600,1194,26-Jul-2019,2100,79500,2018,Auto,77013,55688,72239,39406,1984,190.0,2105,2,SUV
Toyota,117800,33760,1792,10-Jun-2016,940,98000,2016,Auto,46957,45427,55598,51010,2494,134.0,2065,1,MPV
Peugeot,139800,15270,508,18-Jan-2022,3017,24000,2021,Auto,67827,24908,26872,57599,1199,96.0,1205,1,SUV
Mazda,53900,16870,1210,22-Apr-2016,911,81400,2016,Auto,25308,21686,22361,47510,1998,121.0,1454,1,Luxury Sedan
Honda,129800,17210,682,14-Aug-2020,2193,60000,2019,Auto,40583,22847,23986,33000,1496,95.0,1360,1,MPV
Toyota,72800,14890,2457,29-Aug-2008,1468,137781,2008,Auto,17102,26946,26946,34991,2362,125.0,1750,5,MPV
Mazda,41800,19150,1210,26-Jun-2015,610,139000,2015,Auto,22783,18132,18132,75801,1998,111.0,1664,2,MPV
Volvo,81800,16730,684,27-Dec-2017,1526,75000,2017,Auto,35566,25458,22642,46791,1498,90.0,1558,1,Luxury Sedan
MINI,155800,21190,1210,13-Dec-2019,2252,20000,2019,Auto,61195,41282,49795,38602,1998,170.0,1255,2,Sports Car
Honda,101777,14580,682,01-Apr-2020,2341,47000,2019,Auto,31192,23312,14637,31210,1496,96.0,1190,1,SUV
Toyota,159800,19110,1198,30-Mar-2021,2714,34700,2021,Auto,59148,30048,34068,47001,1987,127.0,1530,1,SUV
Toyota,72777,10430,965,12-Nov-2010,2220,159000,2010,Auto,23125,16286,16286,33140,1598,90.0,1195,1,Mid-Sized Sedan
Kia,109888,13850,738,20-Jan-2021,2654,17755,2020,Auto,43031,17996,17996,40556,1591,93.8,1287,1,Mid-Sized Sedan
Mercedes-Benz,164800,23620,1202,26-Mar-2019,1980,89000,2018,Auto,70699,55386,71695,31001,1991,135.0,1605,1,Luxury Sedan
Honda,60900,16380,242,22-Nov-2016,1126,32460,2016,Auto,23867,19689,19689,35503,1597,92.0,1249,1,Mid-Sized Sedan
Mercedes-Benz,226888,29170,1202,18-Aug-2020,2197,61500,2018,Auto,65287,44054,53676,36502,1991,155.0,1735,1,SUV
BMW,188800,23930,1210,27-Mar-2020,2346,68000,2019,Auto,70593,53478,68261,30012,1998,225.0,1570,1,Sports Car
Hyundai,73800,13550,738,25-Oct-2018,1829,77200,2018,Auto,21093,10937,10937,25556,1591,93.8,1345,2,Mid-Sized Sedan
Renault,69500,13570,508,28-Feb-2018,1587,90000,2017,Auto,30139,19990,19990,36810,1197,97.0,1315,3,Mid-Sized Sedan
Mercedes-Benz,39800,23220,740,09-Oct-2014,38,143000,2014,Auto,23920,36630,33282,72990,1595,115.0,1425,1,Luxury Sedan
Honda,80188,15770,682,02-Apr-2018,1612,61035,2017,Auto,30775,19116,19116,38830,1496,96.0,1185,1,SUV
Kia,82800,12210,238,16-Dec-2019,2255,51887,2019,Auto,20183,14538,14538,15000,1591,93.8,1287,1,Mid-Sized Sedan
Toyota,19800,12840,1361,26-Apr-2010,550,150000,2010,Auto,5178,19175,19175,16784,1794,97.0,1210,3,Mid-Sized Sedan
Mercedes-Benz,141800,19080,586,19-Mar-2020,2348,22000,2019,Auto,52668,32745,37843,37705,1332,120.0,1375,1,Hatchback
BMW,170800,30340,2362,31-Aug-2017,1095,57500,2017,Auto,88054,74189,105541,50001,2979,225.0,2030,2,SUV
Lexus,58800,13460,7353,22-Feb-2008,1581,144000,2008,Auto,22102,83761,92138,50578,4608,280.0,1925,4,Luxury Sedan
Toyota,65500,19640,1638,28-Dec-2015,797,97013,2015,Auto,39100,37090,43926,57501,2362,125.0,1775,2,MPV
Aston,645000,66680,3922,26-Feb-2021,2680,34600,2020,Auto,262940,185192,305346,47506,3982,405.0,2245,1,SUV
Hyundai,74700,16920,1212,22-Aug-2017,1096,72000,2017,Auto,31396,18565,18565,50001,1999,114.0,1540,3,SUV
Honda,41300,15480,684,23-Oct-2015,732,82000,2015,Auto,23143,19572,19572,56001,1497,88.0,1160,3,MPV
Volvo,168800,25910,1176,28-May-2019,2042,22000,2018,Auto,58222,38330,45662,42564,1969,187.0,1899,1,SUV
BMW,148888,19700,2834,24-Nov-2011,2735,90000,2011,Auto,35766,78437,78437,47316,2979,235.0,1660,6,Sports Car
Mercedes-Benz,145800,29040,1202,02-Oct-2017,1126,104369,2017,Auto,59272,48990,60586,50001,1991,135.0,1770,3,SUV
Mazda,26200,17180,1210,26-Nov-2014,400,110000,2014,Auto,15585,18609,13609,72201,1998,111.0,1535,3,MPV
Toyota,115800,39610,3100,30-Dec-2015,799,88000,2015,Auto,46668,45400,55560,60001,3456,206.0,2090,2,MPV
Toyota,68800,11850,1815,30-Jul-2009,2104,168000,2009,Auto,24897,24216,24216,42885,1998,110.0,1540,2,MPV
Toyota,129888,19640,1210,28-Jun-2019,2072,70000,2019,Auto,46877,30806,35129,35906,1998,170.0,1695,1,SUV
Mazda,37800,15450,710,27-Aug-2015,371,56200,2015,Auto,17873,17533,17533,43789,1998,111.0,1535,1,MPV
Mercedes-Benz,163500,20790,586,21-Aug-2020,2190,54000,2019,Auto,57831,35420,41588,38802,1332,100.0,1410,1,Luxury Sedan
Mercedes-Benz,153800,22100,740,07-Oct-2019,1861,54000,2019,Auto,54194,36204,42686,37000,1595,115.0,1490,1,Luxury Sedan
Nissan,75800,14980,508,28-Feb-2018,1587,75000,2017,Auto,30287,20143,20201,36810,1197,85.0,1325,1,SUV
Volkswagen,64800,13070,620,23-Sep-2013,1492,58000,2013,Auto,48398,19388,9388,48826,1390,90.0,1417,1,Mid-Sized Sedan
Audi,32500,18860,1672,05-Jul-2010,605,153110,2010,Auto,5785,38886,38886,16784,1984,155.0,1740,3,SUV
Honda,60988,15180,682,20-Apr-2017,1284,105000,2017,Auto,28053,19951,14951,52000,1496,96.0,1185,1,SUV
Honda,82888,18930,1110,25-Feb-2008,1584,170000,2008,Auto,18441,19551,21507,42122,1595,92.0,1220,4,Mid-Sized Sedan
Subaru,49800,16520,1208,29-Apr-2016,918,81181,2016,Auto,21198,15349,15349,47000,1995,110.0,1566,2,SUV
Lexus,104800,19690,1210,22-Dec-2017,1521,38000,2017,Auto,53464,37274,44184,54334,1998,180.0,1620,2,Luxury Sedan
Lamborghini,980000,152560,7856,16-Jan-2018,1555,19800,2017,Auto,480373,380902,657624,48011,6498,545.0,1690,4,Sports Car
Mazda,11800,12200,958,28-Sep-2009,37,138280,2008,Auto,2852,18625,18625,14743,1498,77.0,1041,5,Hatchback
Porsche,155800,19320,3986,19-Jan-2012,2921,120000,2011,Auto,48851,82397,82397,60586,3598,220.0,2105,3,SUV
Mercedes-Benz,175000,29500,2382,06-Feb-2018,1556,61000,2017,Auto,85927,68224,94804,47390,2996,270.0,1845,3,SUV
Mazda,42800,16420,1210,23-Oct-2015,732,79000,2015,Auto,23091,18743,18743,58190,1998,111.0,1535,2,MPV
Mazda,24800,14740,2128,16-Jun-2010,610,145000,2010,Auto,5647,32183,32183,16784,2261,120.0,1780,4,MPV
Volkswagen,51800,16200,620,21-Jan-2016,820,105000,2015,Auto,30325,26894,29652,54920,1390,118.0,1551,2,SUV
Toyota,39800,17040,742,03-Aug-2015,638,98000,2015,Auto,19929,17804,17804,55889,1598,90.0,1205,1,Mid-Sized Sedan
Toyota,91200,21620,976,13-Jul-2017,1367,79238,2017,Auto,30807,19955,19955,48001,1798,105.0,1355,1,MPV
Porsche,311888,41610,2380,30-Dec-2019,2259,54758,2019,Auto,104219,74326,105787,40101,2995,260.0,1940,2,SUV
Kia,41800,15540,738,30-Dec-2015,799,90000,2015,Auto,20795,14550,14550,54301,1591,95.3,1295,2,Mid-Sized Sedan
Toyota,48800,18400,976,19-Nov-2015,768,85000,2015,Auto,24230,19953,19953,58801,1798,105.0,1360,1,MPV
Mercedes-Benz,109800,19790,740,07-May-2018,1646,82000,2017,Auto,45212,33223,38513,39903,1595,115.0,1435,2,SUV
Mercedes-Benz,91800,22400,740,18-Jan-2017,1192,76000,2016,Auto,42472,35663,36929,56410,1595,115.0,1425,1,Luxury Sedan
Honda,62800,20940,1630,07-Jan-2016,797,146399,2015,Auto,31325,28314,31640,55001,2356,140.0,1740,1,MPV
Volkswagen,53800,18430,624,01-Apr-2016,881,82000,2015,Auto,20483,24577,16408,43000,1395,92.0,1249,1,Hatchback
Mercedes-Benz,185800,222980,1202,24-Jun-2014,243,150000,2013,Auto,33527,50331,57596,67290,1991,155.0,1635,4,Luxury Sedan
Kia,77800,14340,738,19-Sep-2018,1498,116141,2018,Auto,25476,13790,13790,31997,1591,93.8,1287,1,Mid-Sized Sedan
Nissan,83200,15520,508,21-Jun-2018,1700,78000,2018,Auto,30041,20399,20559,33308,1197,85.0,1325,3,SUV
Mercedes-Benz,143800,35820,2382,11-Apr-2016,910,103339,2015,Auto,78813,75792,108426,55001,2996,245.0,2180,3,SUV
Mercedes-Benz,131800,19440,740,25-Sep-2019,1859,39005,2019,Auto,42915,28463,31849,31917,1595,90.0,1435,1,Hatchback
Mercedes-Benz,128800,22300,740,20-Jul-2018,1739,56036,2018,Auto,48814,37480,44472,37010,1595,115.0,1425,2,Luxury Sedan
Volkswagen,79800,14570,1791,19-May-2009,1976,170000,2008,Auto,18083,31777,31777,33018,1984,147.0,1391,5,Sports Car
Toyota,99800,19860,1210,30-Nov-2017,1499,79000,2017,Auto,44877,30808,35132,49000,1998,170.0,1695,2,SUV
BMW,122800,16790,3071,24-May-2011,2646,160000,2010,Auto,31223,55335,55335,42683,2979,225.0,1775,5,Luxury Sedan
Volkswagen,112800,13470,392,25-Jun-2021,2799,39000,2021,Auto,50252,17845,17845,47821,999,85.0,1190,2,Hatchback
BMW,136900,30030,2362,20-Sep-2016,769,140000,2016,Auto,75185,69405,96929,58201,2979,225.0,2025,2,SUV
Mazda,58800,15980,1210,27-Sep-2016,766,81000,2016,Auto,30718,22022,22831,57501,1998,115.0,1265,3,SUV
Hyundai,54800,10580,939,13-Dec-2008,1887,107000,2008,Auto,14276,10059,8030,27571,1399,69.9,1263,1,Mid-Sized Sedan
Jeep,298800,31010,1208,23-Jun-2022,3162,10500,2022,Auto,130876,46868,57616,100684,1995,200.0,2206,1,SUV
Honda,59800,16430,682,03-Mar-2017,1215,70500,2016,Auto,22026,18072,8072,49430,1496,97.0,1130,2,Stationwagon
Honda,24388,14150,1694,01-Jul-2010,605,156755,2009,Auto,5785,30624,30624,16784,1997,115.0,1505,4,Luxury Sedan
Renault,72800,16120,508,19-Oct-2017,1468,110000,2017,Auto,27926,20631,15884,41761,1197,96.0,1373,3,SUV
Honda,39800,23000,1630,16-Oct-2014,370,110000,2014,Auto,25404,29178,32850,72180,2356,129.0,1855,2,MPV
Lexus,77800,26230,1210,21-Aug-2015,365,112000,2015,Auto,44037,47057,57880,65501,1998,175.0,1755,2,SUV
Toyota,36500,13000,890,12-Jan-2012,1001,125202,2011,Auto,13169,14432,14432,23448,1598,90.0,1195,3,Mid-Sized Sedan
Toyota,22800,14200,1039,19-May-2010,583,155000,2010,Auto,5278,16680,16680,16438,1598,80.0,1195,2,Mid-Sized Sedan
Honda,62800,23250,1630,19-Oct-2015,738,72000,2015,Auto,31448,28184,31458,62101,2356,129.0,1855,2,Stationwagon
Mercedes-Benz,288000,32720,1202,28-May-2021,2772,15000,2021,Auto,103220,58090,76562,60001,1991,310.0,1735,1,SUV
Suzuki,79000,10800,884,28-Feb-2011,2646,109503,2010,Auto,27897,11914,11914,38137,1490,74.0,1060,4,Hatchback
Nissan,55800,17140,1210,06-May-2016,915,65000,2016,Auto,26855,22509,23513,49602,1997,106.0,1626,3,SUV
BMW,255555,38550,2384,04-Jan-2019,1889,51555,2018,Auto,96678,75101,107182,31101,2998,265.0,1825,2,SUV
Mitsubishi,143800,17530,1210,17-Jun-2021,2801,43000,2021,Auto,59743,18044,18044,60109,1998,110.0,1480,1,SUV
BMW,108800,16790,684,05-Apr-2019,1980,83838,2018,Auto,41015,29536,33351,29159,1499,80.0,1380,1,Hatchback
Porsche,700000,104760,3944,28-Dec-2018,1892,9000,2018,Auto,246581,185836,306505,32001,3996,368.0,1413,2,Sports Car
BMW,46800,20680,1210,31-Oct-2014,365,142000,2013,Auto,35009,44901,49862,72201,1997,135.0,1615,2,Luxury Sedan
Mitsubishi,46800,17460,1636,16-Nov-2015,765,96000,2015,Auto,25186,20152,20213,62140,2360,123.0,1530,1,SUV
Mazda,55800,16960,682,22-Aug-2016,731,63200,2016,Auto,23918,19390,14390,53334,1496,88.0,1321,1,Mid-Sized Sedan
Nissan,55800,14370,508,25-May-2017,1309,82000,2017,Auto,23406,17532,7532,51106,1197,85.0,1265,3,Hatchback
Peugeot,88800,16580,508,28-Mar-2018,1617,89000,2018,Auto,37104,26801,29522,36810,1199,96.0,1270,2,SUV
Kia,62800,12230,238,06-Jun-2018,1676,37990,2017,Auto,18366,11639,11639,21941,1591,95.3,1295,1,Mid-Sized Sedan
BMW,96800,18530,684,18-Jan-2018,1557,93000,2017,Auto,42336,30858,35202,41400,1499,75.0,1480,1,MPV
Audi,102800,19110,1194,20-Feb-2018,1589,88000,2017,Auto,45631,33428,38800,42322,1984,140.0,1480,3,Luxury Sedan
Kia,83800,12960,238,09-Jul-2019,2073,53120,2019,Auto,20983,18659,18659,12159,1591,93.8,1287,1,Mid-Sized Sedan
Honda,93800,16800,684,28-Jun-2018,1707,66032,2018,Auto,37326,26476,29067,37000,1498,127.0,1324,4,Mid-Sized Sedan
BMW,189800,84820,2362,29-May-2015,583,86000,2014,Auto,68685,72563,102614,75002,2979,317.0,1537,3,Sports Car
BMW,161800,16780,684,13-Sep-2022,2952,21000,2022,Auto,94753,33516,23923,86000,1499,80.0,1375,1,Luxury Sedan
Nissan,52800,13250,508,31-Mar-2017,1245,98256,2017,Auto,26459,18583,13583,50789,1197,85.0,1285,1,SUV
Toyota,54800,17210,682,13-Sep-2016,762,128849,2015,Auto,20392,18868,8868,51506,1496,80.0,1320,2,MPV
Hyundai,40800,14030,738,20-Feb-2016,859,130000,2015,Auto,21186,15245,15245,51000,1591,97.0,1292,2,Mid-Sized Sedan
Volkswagen,71800,17370,624,25-Apr-2017,1279,47300,2015,Auto,31391,27597,20636,50789,1395,92.0,1347,3,Stationwagon
Porsche,245800,93910,3068,12-Aug-2015,366,27000,2014,Auto,91115,96854,146338,57885,3436,243.0,1375,1,Sports Car
Honda,92800,21320,1630,09-May-2017,1283,80300,2016,Auto,40932,29302,33023,54405,2356,129.0,1769,1,MPV
Honda,76800,12520,578,06-Sep-2019,1831,63000,2019,Auto,20166,15614,5614,27000,1317,73.0,1030,2,Hatchback
Mercedes-Benz,69800,20500,740,18-Jul-2016,1007,89000,2016,Auto,30497,27886,26041,53694,1595,90.0,1430,2,Luxury Sedan
Nissan,15200,13930,742,01-Jul-2014,240,180000,2014,Auto,9599,15243,10243,61899,1598,85.0,1205,2,Mid-Sized Sedan
Mitsubishi,104800,17560,1210,06-Mar-2019,1948,71366,2018,Auto,32198,19723,19723,32200,1998,110.0,1480,2,SUV
Volkswagen,83800,12080,806,15-Sep-2010,2224,36889,2010,Auto,22980,25940,25940,33140,1390,118.0,1286,5,Hatchback
Mercedes-Benz,180800,20630,586,29-Jul-2021,2833,17000,2021,Auto,66406,34024,39634,47010,1332,96.0,1410,1,Luxury Sedan
Toyota,97988,17630,4650,07-May-2009,2005,156738,2008,Auto,19685,52244,52244,35411,3456,206.0,2030,6,MPV
Honda,154800,15680,684,23-Feb-2023,3407,7999,2022,Auto,92348,15595,15595,86000,1498,87.0,1254,1,SUV
Ford,152800,28940,1520,22-Feb-2018,1581,69886,2016,Auto,56661,43350,52690,47390,2261,233.2,1692,4,Sports Car
Honda,126800,17700,682,27-Mar-2020,2346,38398,2018,Auto,38785,23441,24818,31210,1496,96.0,1360,1,MPV
Nissan,45800,13670,508,10-Dec-2016,1134,84000,2016,Auto,19387,13435,5000,50951,1198,58.0,1044,2,Hatchback
Toyota,74800,15750,742,24-Oct-2017,1463,67000,2017,Auto,32521,21690,22366,41761,1598,96.0,1230,2,Mid-Sized Sedan
Audi,125900,13900,1313,30-Oct-2012,3294,85000,2012,Auto,99340,51077,51077,109643,1984,155.0,1685,1,Stationwagon
Hyundai,115900,14750,742,17-Jun-2021,2801,33000,2021,Auto,41043,18448,5000,48510,1598,90.2,1280,2,Mid-Sized Sedan
Toyota,75800,19640,1196,14-Dec-2016,1158,88210,2016,Auto,32087,28401,26762,46229,1986,111.0,1580,1,SUV
Mercedes-Benz,68688,21900,740,26-Jan-2016,825,103000,2015,Auto,35297,35590,36826,57501,1595,115.0,1425,3,Luxury Sedan
Lexus,147800,21150,1784,16-Aug-2019,1830,85000,2019,Auto,64089,39999,47999,48000,2487,152.0,1620,2,Luxury Sedan
Toyota,47888,17540,976,08-Dec-2015,767,132680,2015,Auto,24375,19953,19953,60689,1798,105.0,1360,2,MPV
Porsche,356800,42440,1200,28-Dec-2020,2622,16919,2019,Auto,111260,71607,100893,49300,1988,220.0,1365,1,Sports Car
Mitsubishi,40300,11560,70,16-Jan-2017,1190,87000,2016,Auto,13955,13746,5000,32751,1193,57.0,940,1,Mid-Sized Sedan
MINI,142800,14850,684,07-Nov-2022,3292,4000,2022,Auto,85539,27755,15857,81089,1499,75.0,1180,2,Hatchback
BMW,199800,28470,1210,24-Jun-2019,2068,33600,2018,Auto,78618,56997,74595,39728,1998,185.0,1720,2,SUV
Mazda,49500,13200,682,09-Feb-2017,1194,120000,2016,Auto,23145,15985,10985,48000,1496,88.0,1310,4,Mid-Sized Sedan
Honda,91888,21420,1630,08-May-2017,1282,96339,2016,Auto,39337,27566,30593,54405,2356,129.0,1769,1,MPV
Toyota,122800,14580,680,30-Dec-2021,2989,5736,2021,Auto,51185,20520,5728,57010,1490,88.0,1110,1,SUV
Mazda,43688,15730,1210,20-Nov-2015,769,100000,2015,Auto,24660,20652,20913,60689,1998,121.0,1454,2,Luxury Sedan
Volkswagen,89800,11140,744,03-Feb-2012,2921,21788,2011,Auto,37479,34859,34859,46482,1390,118.0,1503,5,Sports Car
BMW,81800,24220,2362,06-Mar-2015,488,104000,2014,Auto,62227,68693,95648,70500,2979,225.0,1815,3,SUV
MINI,159800,19800,1210,27-Aug-2020,2196,43236,2020,Auto,55954,39332,47065,30012,1998,141.0,1400,2,Sports Car
Porsche,266000,52760,1796,18-Jul-2017,1372,32000,2017,Auto,107237,90133,134240,53001,2497,257.0,1460,3,Sports Car
Peugeot,65555,12550,508,06-Feb-2018,1556,86329,2017,Auto,31736,21813,22539,36890,1199,96.0,1150,3,Hatchback
Toyota,127588,14520,506,20-May-2022,3139,15742,2022,Auto,65386,16237,5000,71556,1196,64.0,970,1,SUV
Honda,97800,13150,578,07-Jan-2021,2622,28088,2020,Auto,33178,16501,5000,40609,1317,72.0,1070,1,Hatchback
Volkswagen,65800,18870,1194,02-Jun-2016,942,92199,2013,Auto,31528,28454,31836,47000,1984,147.0,1790,3,MPV
Lexus,90800,12660,2340,10-Dec-2010,2594,127000,2010,Auto,29191,38280,38280,40714,2500,153.0,1625,6,Luxury Sedan
Toyota,48800,17360,742,08-Jan-2016,798,95437,2015,Auto,23953,19589,19589,54301,1598,90.0,1205,2,Mid-Sized Sedan
Toyota,67000,12050,1023,04-Jun-2009,2005,150000,2008,Auto,14550,15718,15718,26175,1496,81.0,1210,4,MPV
Toyota,42500,26670,1638,18-Sep-2014,37,82248,2013,Auto,24202,30624,34874,71990,2362,125.0,1790,3,MPV
BMW,98800,31560,2362,28-Sep-2015,402,105000,2014,Auto,52359,56353,73436,61001,2979,225.0,1585,3,Luxury Sedan
Subaru,158888,18890,1208,26-Aug-2021,2560,35000,2021,Auto,59223,20100,20140,58001,1995,115.0,1588,2,SUV
Honda,61888,15480,682,23-Jun-2017,1337,60000,2017,Auto,21794,19157,9157,42801,1496,97.0,1130,1,Stationwagon
Porsche,488888,46710,2380,14-Oct-2022,3288,10000,2022,Auto,187968,88812,135387,95856,2995,250.0,2105,2,SUV
Honda,27800,17070,684,01-Apr-2015,516,90000,2015,Auto,11952,15274,5274,61410,1498,96.0,1046,2,Hatchback
Mercedes-Benz,87800,14480,3335,22-Dec-2009,2191,120300,2009,Auto,22738,85250,85250,37502,2997,170.0,1850,3,Luxury Sedan
Porsche,184800,34350,1194,06-Nov-2017,1466,50424,2017,Auto,83068,65380,89684,49802,1984,185.0,1845,1,SUV
Toyota,66888,12030,1815,14-May-2009,2005,140000,2009,Auto,19685,26727,26727,35411,1998,108.0,1530,3,Mid-Sized Sedan
Mercedes-Benz,39700,30090,740,29-Sep-2014,38,85319,2014,Auto,16532,27883,21037,62000,1595,90.0,1430,2,Luxury Sedan
Subaru,36800,18170,1210,22-Apr-2015,546,135725,2014,Auto,21594,17929,17929,76612,1998,177.0,1635,1,SUV
Toyota,79800,13950,508,29-Jun-2018,1708,98000,2018,Auto,36713,25647,27906,37000,1197,85.0,1385,2,SUV
BMW,21900,14860,1691,20-May-2010,516,142455,2010,Auto,5220,28565,28565,17708,1995,100.0,1390,4,Luxury Sedan
BMW,59800,27100,1210,19-Sep-2014,38,105000,2014,Auto,41045,56400,68520,71990,1997,180.0,1700,3,Sports Car
Kia,79800,13980,392,22-Mar-2019,1976,79886,2018,Auto,19690,17239,7239,26170,998,88.3,1185,2,SUV
Mitsubishi,66800,16710,1210,29-Mar-2017,1253,35000,2016,Auto,30022,17769,17769,53300,1998,110.0,1417,1,SUV
Mercedes-Benz,208800,23420,586,30-Sep-2021,2594,51890,2020,Auto,87471,37134,43988,68310,1332,120.0,1610,1,SUV
Rolls-Royce,1758,185740,8250,29-Jan-2021,2653,6000,2019,Auto,636977,460898,801617,49489,6749,420.0,2660,1,SUV
Volkswagen,29000,13540,806,07-Dec-2010,760,134000,2010,Auto,7815,24809,24809,18238,1390,118.0,1285,5,Sports Car
Volkswagen,36388,14270,620,25-Aug-2015,369,119500,2015,Auto,21394,19307,19307,57498,1390,90.0,1417,1,Mid-Sized Sedan
Kia,103800,13870,738,23-Sep-2020,2222,37000,2019,Auto,33761,14619,14619,32772,1591,93.8,1287,1,Mid-Sized Sedan
Honda,87800,15520,682,13-Sep-2018,1492,51000,2018,Auto,30733,21881,22634,30209,1496,96.0,1190,1,SUV
Mercedes-Benz,56500,10480,2694,26-May-2009,1953,160000,2008,Auto,17218,55350,55350,31933,2497,150.0,1605,5,Luxury Sedan
Volkswagen,134000,17590,624,01-Sep-2020,2191,28000,2019,Auto,44604,23827,25358,37102,1395,110.0,1288,2,MPV
Bentley,1330,104370,3944,31-May-2023,3495,110,2022,Auto,577653,321340,646948,95856,3996,404.0,2165,1,Sports Car
Subaru,70800,13330,2625,30-Jan-2009,1924,136377,2008,Auto,16638,22976,22976,31335,2457,169.0,1535,5,SUV
Jaguar,223888,23420,2618,27-Jun-2013,3465,58500,2013,Auto,105128,97294,147130,109948,2995,280.0,1667,3,Sports Car
Rolls-Royce,1490,169430,8004,24-Jul-2020,2463,5200,2019,Auto,533377,393065,679517,34989,6592,420.0,2560,2,Sports Car
Honda,123800,13900,578,30-Jun-2022,3169,851,2021,Auto,63697,16575,5000,68699,1317,72.0,1070,1,Hatchback
Mercedes-Benz,119800,19110,586,25-Jan-2019,1919,74000,2018,Auto,44894,32252,37153,32909,1332,120.0,1375,3,Hatchback
Honda,57800,16310,682,02-Dec-2016,1126,88247,2016,Auto,24665,22160,13024,51506,1496,96.0,1190,2,SUV
Subaru,69800,13980,1809,07-Oct-2008,1496,142000,2008,Auto,16122,30330,30330,32279,1994,165.0,1590,5,MPV
Audi,105800,21550,1194,13-Sep-2017,1127,105088,2017,Auto,47572,39560,42384,51000,1984,140.0,1535,3,Luxury Sedan
Nissan,58988,17210,1210,08-Jul-2016,977,88200,2016,Auto,29795,22572,23601,57010,1997,106.0,1626,2,SUV
Mazda,119800,15710,1210,28-Jul-2020,2467,60566,2019,Auto,43229,24217,25904,35001,1998,121.0,1514,2,Luxury Sedan
Audi,80800,15820,392,15-Jan-2018,1554,56893,2017,Auto,36315,24749,26649,41400,999,85.0,1280,2,Luxury Sedan
Nissan,51888,15520,1210,23-Jun-2016,972,87513,2016,Auto,27071,19906,19906,56000,1997,106.0,1379,1,SUV
Mazda,52800,15930,1786,29-Feb-2016,858,110000,2016,Auto,26910,26787,29502,44001,2488,141.0,1568,3,SUV
Mitsubishi,42800,13470,738,08-Jun-2016,948,81366,2015,Auto,20879,13955,13955,49700,1590,86.0,1284,5,Mid-Sized Sedan
Toyota,9588,14960,1026,05-Jun-2009,211,171205,2009,Auto,1788,13876,13876,13943,1497,80.0,1110,6,Mid-Sized Sedan
Nissan,99800,13440,742,28-Jul-2020,2467,46680,2020,Auto,34815,16773,16773,32699,1598,85.0,1205,2,Mid-Sized Sedan
Honda,52800,15660,682,12-Oct-2016,1096,71088,2016,Auto,24061,21067,11494,55200,1496,96.0,1190,3,SUV
Hyundai,38800,15940,1212,14-Aug-2015,368,115000,2015,Auto,21566,18831,18831,60789,1999,113.0,1460,3,Luxury Sedan
Honda,89500,12880,578,12-Jun-2020,2431,61000,2020,Auto,27333,17080,7080,32999,1318,73.0,1052,1,Hatchback
Kia,88800,14530,738,08-Apr-2019,1983,78000,2018,Auto,27553,17913,17913,25689,1591,93.8,1287,1,Mid-Sized Sedan
Mazda,69800,16370,1210,30-Jun-2017,1344,87569,2017,Auto,31818,17821,17821,54616,1998,111.0,1532,1,MPV
Mercedes-Benz,94800,20720,740,19-Sep-2017,1133,51688,2017,Auto,33947,28004,26206,42900,1595,90.0,1430,1,Luxury Sedan
Bentley,399000,40310,7781,12-Sep-2013,3286,11200,2013,Auto,117157,205894,342610,118357,5998,460.0,2475,1,Luxury Sedan
Honda,53800,19760,1815,03-Jul-2006,970,142000,2006,Auto,13202,21887,24076,48479,1998,118.0,1223,4,Sports Car
Volkswagen,64800,13740,620,31-Aug-2017,1095,95000,2015,Auto,31419,21900,22660,42900,1390,90.0,1417,1,Mid-Sized Sedan
Toyota,115800,13870,680,19-Nov-2021,2958,29000,2021,Auto,43849,21104,6546,48000,1490,88.0,1110,1,SUV
